method,cnn,reduction,classifier,features,Components,acc,f1,roc
MobileNet+ResNet50_n_feat_PCA_Gaussian,MobileNet+ResNet50_n_feat,PCA,Gaussian,150528.0,F600,nan,nan,nan
MobileNet+ResNet50_n_feat_PCA_Gaussian,MobileNet+ResNet50_n_feat,PCA,Gaussian,150528.0,F700,nan,nan,nan
MobileNet+ResNet50_n_feat_PCA_Gaussian,MobileNet+ResNet50_n_feat,PCA,Gaussian,150528.0,F800,nan,nan,nan
MobileNet+ResNet50_n_feat_PCA_Gaussian,MobileNet+ResNet50_n_feat,PCA,Gaussian,150528.0,F900,nan,nan,nan
MobileNet+ResNet50_n_feat_PCA_Gaussian,MobileNet+ResNet50_n_feat,PCA,Gaussian,150528.0,F1000,nan,nan,nan
MobileNet+ResNet50_n_feat_UMAP_PCC,MobileNet+ResNet50_n_feat,UMAP,PCC,150528.0,F2,75.3782,73.5065,74.8214
MobileNet+ResNet50_n_feat_UMAP_PCC,MobileNet+ResNet50_n_feat,UMAP,PCC,150528.0,F10,80.0000,82.0040,81.3888
MobileNet+ResNet50_n_feat_UMAP_PCC,MobileNet+ResNet50_n_feat,UMAP,PCC,150528.0,F20,79.4118,79.4737,80.4595
MobileNet+ResNet50_n_feat_UMAP_PCC,MobileNet+ResNet50_n_feat,UMAP,PCC,150528.0,F30,79.4118,80.4196,79.4118
MobileNet+ResNet50_n_feat_UMAP_PCC,MobileNet+ResNet50_n_feat,UMAP,PCC,150528.0,F40,79.7059,81.2813,81.5152
MobileNet+ResNet50_n_feat_UMAP_PCC,MobileNet+ResNet50_n_feat,UMAP,PCC,150528.0,F50,80.8824,82.0513,80.9200
MobileNet+ResNet50_n_feat_UMAP_PCC,MobileNet+ResNet50_n_feat,UMAP,PCC,150528.0,F75,81.1765,82.6923,81.3888
MobileNet+ResNet50_n_feat_UMAP_PCC,MobileNet+ResNet50_n_feat,UMAP,PCC,150528.0,F100,79.4118,79.4737,79.1156
MobileNet+ResNet50_n_feat_UMAP_PCC,MobileNet+ResNet50_n_feat,UMAP,PCC,150528.0,F150,79.4118,82.0856,78.1548
MobileNet+ResNet50_n_feat_UMAP_PCC,MobileNet+ResNet50_n_feat,UMAP,PCC,150528.0,F200,79.4118,81.0811,79.2893
MobileNet+ResNet50_n_feat_UMAP_PCC,MobileNet+ResNet50_n_feat,UMAP,PCC,150528.0,F250,80.8824,82.5558,80.5045
MobileNet+ResNet50_n_feat_UMAP_PCC,MobileNet+ResNet50_n_feat,UMAP,PCC,150528.0,F300,79.7059,80.5405,80.1225
MobileNet+ResNet50_n_feat_UMAP_PCC,MobileNet+ResNet50_n_feat,UMAP,PCC,150528.0,F350,nan,nan,nan
MobileNet+ResNet50_n_feat_UMAP_PCC,MobileNet+ResNet50_n_feat,UMAP,PCC,150528.0,F400,nan,nan,nan
MobileNet+ResNet50_n_feat_UMAP_PCC,MobileNet+ResNet50_n_feat,UMAP,PCC,150528.0,F450,nan,nan,nan
MobileNet+ResNet50_n_feat_UMAP_PCC,MobileNet+ResNet50_n_feat,UMAP,PCC,150528.0,F500,nan,nan,nan
MobileNet+ResNet50_n_feat_UMAP_PCC,MobileNet+ResNet50_n_feat,UMAP,PCC,150528.0,F550,nan,nan,nan
MobileNet+ResNet50_n_feat_UMAP_PCC,MobileNet+ResNet50_n_feat,UMAP,PCC,150528.0,F600,nan,nan,nan
MobileNet+ResNet50_n_feat_UMAP_PCC,MobileNet+ResNet50_n_feat,UMAP,PCC,150528.0,F700,nan,nan,nan
MobileNet+ResNet50_n_feat_UMAP_PCC,MobileNet+ResNet50_n_feat,UMAP,PCC,150528.0,F800,nan,nan,nan
MobileNet+ResNet50_n_feat_UMAP_PCC,MobileNet+ResNet50_n_feat,UMAP,PCC,150528.0,F900,nan,nan,nan
MobileNet+ResNet50_n_feat_UMAP_PCC,MobileNet+ResNet50_n_feat,UMAP,PCC,150528.0,F1000,nan,nan,nan
MobileNet+ResNet50_n_feat_UMAP_J48,MobileNet+ResNet50_n_feat,UMAP,J48,150528.0,F2,64.7059,66.7105,63.3680
MobileNet+ResNet50_n_feat_UMAP_J48,MobileNet+ResNet50_n_feat,UMAP,J48,150528.0,F10,76.4706,76.4706,76.5687
MobileNet+ResNet50_n_feat_UMAP_J48,MobileNet+ResNet50_n_feat,UMAP,J48,150528.0,F20,73.9076,74.1667,73.7153
MobileNet+ResNet50_n_feat_UMAP_J48,MobileNet+ResNet50_n_feat,UMAP,J48,150528.0,F30,77.9412,77.5000,78.3631
MobileNet+ResNet50_n_feat_UMAP_J48,MobileNet+ResNet50_n_feat,UMAP,J48,150528.0,F40,76.8067,78.0194,77.6644
MobileNet+ResNet50_n_feat_UMAP_J48,MobileNet+ResNet50_n_feat,UMAP,J48,150528.0,F50,75.0000,77.8379,75.8049
MobileNet+ResNet50_n_feat_UMAP_J48,MobileNet+ResNet50_n_feat,UMAP,J48,150528.0,F75,79.7059,78.6796,79.5238
MobileNet+ResNet50_n_feat_UMAP_J48,MobileNet+ResNet50_n_feat,UMAP,J48,150528.0,F100,79.4118,80.0000,79.4629
MobileNet+ResNet50_n_feat_UMAP_J48,MobileNet+ResNet50_n_feat,UMAP,J48,150528.0,F150,76.4706,77.5000,76.6098
MobileNet+ResNet50_n_feat_UMAP_J48,MobileNet+ResNet50_n_feat,UMAP,J48,150528.0,F200,76.4706,75.7353,75.5567
MobileNet+ResNet50_n_feat_UMAP_J48,MobileNet+ResNet50_n_feat,UMAP,J48,150528.0,F250,80.8824,80.5405,80.0940
MobileNet+ResNet50_n_feat_UMAP_J48,MobileNet+ResNet50_n_feat,UMAP,J48,150528.0,F300,79.4118,79.2857,79.9080
MobileNet+ResNet50_n_feat_UMAP_J48,MobileNet+ResNet50_n_feat,UMAP,J48,150528.0,F350,nan,nan,nan
MobileNet+ResNet50_n_feat_UMAP_J48,MobileNet+ResNet50_n_feat,UMAP,J48,150528.0,F400,nan,nan,nan
MobileNet+ResNet50_n_feat_UMAP_J48,MobileNet+ResNet50_n_feat,UMAP,J48,150528.0,F450,nan,nan,nan
MobileNet+ResNet50_n_feat_UMAP_J48,MobileNet+ResNet50_n_feat,UMAP,J48,150528.0,F500,nan,nan,nan
MobileNet+ResNet50_n_feat_UMAP_J48,MobileNet+ResNet50_n_feat,UMAP,J48,150528.0,F550,nan,nan,nan
MobileNet+ResNet50_n_feat_UMAP_J48,MobileNet+ResNet50_n_feat,UMAP,J48,150528.0,F600,nan,nan,nan
MobileNet+ResNet50_n_feat_UMAP_J48,MobileNet+ResNet50_n_feat,UMAP,J48,150528.0,F700,nan,nan,nan
MobileNet+ResNet50_n_feat_UMAP_J48,MobileNet+ResNet50_n_feat,UMAP,J48,150528.0,F800,nan,nan,nan
MobileNet+ResNet50_n_feat_UMAP_J48,MobileNet+ResNet50_n_feat,UMAP,J48,150528.0,F900,nan,nan,nan
MobileNet+ResNet50_n_feat_UMAP_J48,MobileNet+ResNet50_n_feat,UMAP,J48,150528.0,F1000,nan,nan,nan
MobileNet+ResNet50_n_feat_UMAP_RBF,MobileNet+ResNet50_n_feat,UMAP,RBF,150528.0,F2,70.5882,72.2222,71.3145
MobileNet+ResNet50_n_feat_UMAP_RBF,MobileNet+ResNet50_n_feat,UMAP,RBF,150528.0,F10,76.4706,80.0000,76.4706
MobileNet+ResNet50_n_feat_UMAP_RBF,MobileNet+ResNet50_n_feat,UMAP,RBF,150528.0,F20,75.0000,79.0244,73.7212
MobileNet+ResNet50_n_feat_UMAP_RBF,MobileNet+ResNet50_n_feat,UMAP,RBF,150528.0,F30,75.0000,79.5349,74.2780
MobileNet+ResNet50_n_feat_UMAP_RBF,MobileNet+ResNet50_n_feat,UMAP,RBF,150528.0,F40,73.5294,77.9133,71.9864
MobileNet+ResNet50_n_feat_UMAP_RBF,MobileNet+ResNet50_n_feat,UMAP,RBF,150528.0,F50,73.5294,77.9133,73.5294
MobileNet+ResNet50_n_feat_UMAP_RBF,MobileNet+ResNet50_n_feat,UMAP,RBF,150528.0,F75,73.5294,77.4860,73.0494
MobileNet+ResNet50_n_feat_UMAP_RBF,MobileNet+ResNet50_n_feat,UMAP,RBF,150528.0,F100,73.5294,77.9133,71.8128
MobileNet+ResNet50_n_feat_UMAP_RBF,MobileNet+ResNet50_n_feat,UMAP,RBF,150528.0,F150,75.0000,79.0244,74.2780
MobileNet+ResNet50_n_feat_UMAP_RBF,MobileNet+ResNet50_n_feat,UMAP,RBF,150528.0,F200,73.5294,76.2337,72.4664
MobileNet+ResNet50_n_feat_UMAP_RBF,MobileNet+ResNet50_n_feat,UMAP,RBF,150528.0,F250,73.5294,77.4860,73.0494
MobileNet+ResNet50_n_feat_UMAP_RBF,MobileNet+ResNet50_n_feat,UMAP,RBF,150528.0,F300,69.1176,74.9871,70.8298
MobileNet+ResNet50_n_feat_UMAP_RBF,MobileNet+ResNet50_n_feat,UMAP,RBF,150528.0,F350,nan,nan,nan
MobileNet+ResNet50_n_feat_UMAP_RBF,MobileNet+ResNet50_n_feat,UMAP,RBF,150528.0,F400,nan,nan,nan
MobileNet+ResNet50_n_feat_UMAP_RBF,MobileNet+ResNet50_n_feat,UMAP,RBF,150528.0,F450,nan,nan,nan
MobileNet+ResNet50_n_feat_UMAP_RBF,MobileNet+ResNet50_n_feat,UMAP,RBF,150528.0,F500,nan,nan,nan
MobileNet+ResNet50_n_feat_UMAP_RBF,MobileNet+ResNet50_n_feat,UMAP,RBF,150528.0,F550,nan,nan,nan
MobileNet+ResNet50_n_feat_UMAP_RBF,MobileNet+ResNet50_n_feat,UMAP,RBF,150528.0,F600,nan,nan,nan
MobileNet+ResNet50_n_feat_UMAP_RBF,MobileNet+ResNet50_n_feat,UMAP,RBF,150528.0,F700,nan,nan,nan
MobileNet+ResNet50_n_feat_UMAP_RBF,MobileNet+ResNet50_n_feat,UMAP,RBF,150528.0,F800,nan,nan,nan
MobileNet+ResNet50_n_feat_UMAP_RBF,MobileNet+ResNet50_n_feat,UMAP,RBF,150528.0,F900,nan,nan,nan
MobileNet+ResNet50_n_feat_UMAP_RBF,MobileNet+ResNet50_n_feat,UMAP,RBF,150528.0,F1000,nan,nan,nan
MobileNet+ResNet50_n_feat_UMAP_LinearSVM,MobileNet+ResNet50_n_feat,UMAP,LinearSVM,150528.0,F2,67.6471,66.7182,67.2520
MobileNet+ResNet50_n_feat_UMAP_LinearSVM,MobileNet+ResNet50_n_feat,UMAP,LinearSVM,150528.0,F10,73.9076,76.2994,74.9638
MobileNet+ResNet50_n_feat_UMAP_LinearSVM,MobileNet+ResNet50_n_feat,UMAP,LinearSVM,150528.0,F20,76.4706,80.0500,76.8067
MobileNet+ResNet50_n_feat_UMAP_LinearSVM,MobileNet+ResNet50_n_feat,UMAP,LinearSVM,150528.0,F30,76.4706,79.0244,76.4706
MobileNet+ResNet50_n_feat_UMAP_LinearSVM,MobileNet+ResNet50_n_feat,UMAP,LinearSVM,150528.0,F40,76.4706,79.0244,76.1519
MobileNet+ResNet50_n_feat_UMAP_LinearSVM,MobileNet+ResNet50_n_feat,UMAP,LinearSVM,150528.0,F50,77.9412,80.0000,77.3880
MobileNet+ResNet50_n_feat_UMAP_LinearSVM,MobileNet+ResNet50_n_feat,UMAP,LinearSVM,150528.0,F75,76.4706,79.0244,76.2788
MobileNet+ResNet50_n_feat_UMAP_LinearSVM,MobileNet+ResNet50_n_feat,UMAP,LinearSVM,150528.0,F100,76.4706,80.0000,76.2788
MobileNet+ResNet50_n_feat_UMAP_LinearSVM,MobileNet+ResNet50_n_feat,UMAP,LinearSVM,150528.0,F150,78.2353,80.0000,78.0567
MobileNet+ResNet50_n_feat_UMAP_LinearSVM,MobileNet+ResNet50_n_feat,UMAP,LinearSVM,150528.0,F200,76.4706,79.5349,76.0825
MobileNet+ResNet50_n_feat_UMAP_LinearSVM,MobileNet+ResNet50_n_feat,UMAP,LinearSVM,150528.0,F250,77.9412,80.0000,78.3666
MobileNet+ResNet50_n_feat_UMAP_LinearSVM,MobileNet+ResNet50_n_feat,UMAP,LinearSVM,150528.0,F300,77.9412,81.0256,78.3666
MobileNet+ResNet50_n_feat_UMAP_LinearSVM,MobileNet+ResNet50_n_feat,UMAP,LinearSVM,150528.0,F350,nan,nan,nan
MobileNet+ResNet50_n_feat_UMAP_LinearSVM,MobileNet+ResNet50_n_feat,UMAP,LinearSVM,150528.0,F400,nan,nan,nan
MobileNet+ResNet50_n_feat_UMAP_LinearSVM,MobileNet+ResNet50_n_feat,UMAP,LinearSVM,150528.0,F450,nan,nan,nan
MobileNet+ResNet50_n_feat_UMAP_LinearSVM,MobileNet+ResNet50_n_feat,UMAP,LinearSVM,150528.0,F500,nan,nan,nan
MobileNet+ResNet50_n_feat_UMAP_LinearSVM,MobileNet+ResNet50_n_feat,UMAP,LinearSVM,150528.0,F550,nan,nan,nan
MobileNet+ResNet50_n_feat_UMAP_LinearSVM,MobileNet+ResNet50_n_feat,UMAP,LinearSVM,150528.0,F600,nan,nan,nan
MobileNet+ResNet50_n_feat_UMAP_LinearSVM,MobileNet+ResNet50_n_feat,UMAP,LinearSVM,150528.0,F700,nan,nan,nan
MobileNet+ResNet50_n_feat_UMAP_LinearSVM,MobileNet+ResNet50_n_feat,UMAP,LinearSVM,150528.0,F800,nan,nan,nan
MobileNet+ResNet50_n_feat_UMAP_LinearSVM,MobileNet+ResNet50_n_feat,UMAP,LinearSVM,150528.0,F900,nan,nan,nan
MobileNet+ResNet50_n_feat_UMAP_LinearSVM,MobileNet+ResNet50_n_feat,UMAP,LinearSVM,150528.0,F1000,nan,nan,nan
MobileNet+ResNet50_n_feat_UMAP_MLP,MobileNet+ResNet50_n_feat,UMAP,MLP,150528.0,F2,69.5798,68.6607,70.3484
MobileNet+ResNet50_n_feat_UMAP_MLP,MobileNet+ResNet50_n_feat,UMAP,MLP,150528.0,F10,78.2773,78.2353,78.9269
MobileNet+ResNet50_n_feat_UMAP_MLP,MobileNet+ResNet50_n_feat,UMAP,MLP,150528.0,F20,78.2353,78.2828,78.8366
MobileNet+ResNet50_n_feat_UMAP_MLP,MobileNet+ResNet50_n_feat,UMAP,MLP,150528.0,F30,79.4118,81.8555,78.5924
MobileNet+ResNet50_n_feat_UMAP_MLP,MobileNet+ResNet50_n_feat,UMAP,MLP,150528.0,F40,78.2773,80.0000,78.2971
MobileNet+ResNet50_n_feat_UMAP_MLP,MobileNet+ResNet50_n_feat,UMAP,MLP,150528.0,F50,76.4706,80.4762,76.4706
MobileNet+ResNet50_n_feat_UMAP_MLP,MobileNet+ResNet50_n_feat,UMAP,MLP,150528.0,F75,76.8067,79.0244,76.4881
MobileNet+ResNet50_n_feat_UMAP_MLP,MobileNet+ResNet50_n_feat,UMAP,MLP,150528.0,F100,70.5882,73.6842,70.1426
MobileNet+ResNet50_n_feat_UMAP_MLP,MobileNet+ResNet50_n_feat,UMAP,MLP,150528.0,F150,69.1176,65.8333,71.3133
MobileNet+ResNet50_n_feat_UMAP_MLP,MobileNet+ResNet50_n_feat,UMAP,MLP,150528.0,F200,71.0084,74.2064,70.4239
MobileNet+ResNet50_n_feat_UMAP_MLP,MobileNet+ResNet50_n_feat,UMAP,MLP,150528.0,F250,63.2353,67.3333,60.0490
MobileNet+ResNet50_n_feat_UMAP_MLP,MobileNet+ResNet50_n_feat,UMAP,MLP,150528.0,F300,65.2101,65.7328,65.5934
MobileNet+ResNet50_n_feat_UMAP_MLP,MobileNet+ResNet50_n_feat,UMAP,MLP,150528.0,F350,nan,nan,nan
MobileNet+ResNet50_n_feat_UMAP_MLP,MobileNet+ResNet50_n_feat,UMAP,MLP,150528.0,F400,nan,nan,nan
MobileNet+ResNet50_n_feat_UMAP_MLP,MobileNet+ResNet50_n_feat,UMAP,MLP,150528.0,F450,nan,nan,nan
MobileNet+ResNet50_n_feat_UMAP_MLP,MobileNet+ResNet50_n_feat,UMAP,MLP,150528.0,F500,nan,nan,nan
MobileNet+ResNet50_n_feat_UMAP_MLP,MobileNet+ResNet50_n_feat,UMAP,MLP,150528.0,F550,nan,nan,nan
MobileNet+ResNet50_n_feat_UMAP_MLP,MobileNet+ResNet50_n_feat,UMAP,MLP,150528.0,F600,nan,nan,nan
MobileNet+ResNet50_n_feat_UMAP_MLP,MobileNet+ResNet50_n_feat,UMAP,MLP,150528.0,F700,nan,nan,nan
MobileNet+ResNet50_n_feat_UMAP_MLP,MobileNet+ResNet50_n_feat,UMAP,MLP,150528.0,F800,nan,nan,nan
MobileNet+ResNet50_n_feat_UMAP_MLP,MobileNet+ResNet50_n_feat,UMAP,MLP,150528.0,F900,nan,nan,nan
MobileNet+ResNet50_n_feat_UMAP_MLP,MobileNet+ResNet50_n_feat,UMAP,MLP,150528.0,F1000,nan,nan,nan
MobileNet+ResNet50_n_feat_UMAP_Logistic,MobileNet+ResNet50_n_feat,UMAP,Logistic,150528.0,F2,67.6471,68.7685,67.3434
MobileNet+ResNet50_n_feat_UMAP_Logistic,MobileNet+ResNet50_n_feat,UMAP,Logistic,150528.0,F10,76.4706,78.3626,76.9853
MobileNet+ResNet50_n_feat_UMAP_Logistic,MobileNet+ResNet50_n_feat,UMAP,Logistic,150528.0,F20,80.8824,81.4497,81.2973
MobileNet+ResNet50_n_feat_UMAP_Logistic,MobileNet+ResNet50_n_feat,UMAP,Logistic,150528.0,F30,79.7059,82.4049,79.7059
MobileNet+ResNet50_n_feat_UMAP_Logistic,MobileNet+ResNet50_n_feat,UMAP,Logistic,150528.0,F40,82.3529,82.7302,82.4643
MobileNet+ResNet50_n_feat_UMAP_Logistic,MobileNet+ResNet50_n_feat,UMAP,Logistic,150528.0,F50,82.3529,83.7719,82.4643
MobileNet+ResNet50_n_feat_UMAP_Logistic,MobileNet+ResNet50_n_feat,UMAP,Logistic,150528.0,F75,82.3529,83.1120,82.6829
MobileNet+ResNet50_n_feat_UMAP_Logistic,MobileNet+ResNet50_n_feat,UMAP,Logistic,150528.0,F100,80.8824,82.2884,80.0468
MobileNet+ResNet50_n_feat_UMAP_Logistic,MobileNet+ResNet50_n_feat,UMAP,Logistic,150528.0,F150,82.3529,83.7719,82.1181
MobileNet+ResNet50_n_feat_UMAP_Logistic,MobileNet+ResNet50_n_feat,UMAP,Logistic,150528.0,F200,76.8067,80.9091,78.1818
MobileNet+ResNet50_n_feat_UMAP_Logistic,MobileNet+ResNet50_n_feat,UMAP,Logistic,150528.0,F250,81.1765,82.5757,81.8476
MobileNet+ResNet50_n_feat_UMAP_Logistic,MobileNet+ResNet50_n_feat,UMAP,Logistic,150528.0,F300,82.6050,84.3205,81.8182
MobileNet+ResNet50_n_feat_UMAP_Logistic,MobileNet+ResNet50_n_feat,UMAP,Logistic,150528.0,F350,nan,nan,nan
MobileNet+ResNet50_n_feat_UMAP_Logistic,MobileNet+ResNet50_n_feat,UMAP,Logistic,150528.0,F400,nan,nan,nan
MobileNet+ResNet50_n_feat_UMAP_Logistic,MobileNet+ResNet50_n_feat,UMAP,Logistic,150528.0,F450,nan,nan,nan
MobileNet+ResNet50_n_feat_UMAP_Logistic,MobileNet+ResNet50_n_feat,UMAP,Logistic,150528.0,F500,nan,nan,nan
MobileNet+ResNet50_n_feat_UMAP_Logistic,MobileNet+ResNet50_n_feat,UMAP,Logistic,150528.0,F550,nan,nan,nan
MobileNet+ResNet50_n_feat_UMAP_Logistic,MobileNet+ResNet50_n_feat,UMAP,Logistic,150528.0,F600,nan,nan,nan
MobileNet+ResNet50_n_feat_UMAP_Logistic,MobileNet+ResNet50_n_feat,UMAP,Logistic,150528.0,F700,nan,nan,nan
MobileNet+ResNet50_n_feat_UMAP_Logistic,MobileNet+ResNet50_n_feat,UMAP,Logistic,150528.0,F800,nan,nan,nan
MobileNet+ResNet50_n_feat_UMAP_Logistic,MobileNet+ResNet50_n_feat,UMAP,Logistic,150528.0,F900,nan,nan,nan
MobileNet+ResNet50_n_feat_UMAP_Logistic,MobileNet+ResNet50_n_feat,UMAP,Logistic,150528.0,F1000,nan,nan,nan
MobileNet+ResNet50_n_feat_UMAP_RandomForest,MobileNet+ResNet50_n_feat,UMAP,RandomForest,150528.0,F2,70.5882,72.5564,71.3195
MobileNet+ResNet50_n_feat_UMAP_RandomForest,MobileNet+ResNet50_n_feat,UMAP,RandomForest,150528.0,F10,86.9748,86.7596,86.5972
MobileNet+ResNet50_n_feat_UMAP_RandomForest,MobileNet+ResNet50_n_feat,UMAP,RandomForest,150528.0,F20,85.2941,86.1004,85.2941
MobileNet+ResNet50_n_feat_UMAP_RandomForest,MobileNet+ResNet50_n_feat,UMAP,RandomForest,150528.0,F30,85.2941,85.7143,85.3554
MobileNet+ResNet50_n_feat_UMAP_RandomForest,MobileNet+ResNet50_n_feat,UMAP,RandomForest,150528.0,F40,85.2941,87.3609,85.3554
MobileNet+ResNet50_n_feat_UMAP_RandomForest,MobileNet+ResNet50_n_feat,UMAP,RandomForest,150528.0,F50,85.2941,85.2814,85.2941
MobileNet+ResNet50_n_feat_UMAP_RandomForest,MobileNet+ResNet50_n_feat,UMAP,RandomForest,150528.0,F75,85.2941,86.4250,85.1817
MobileNet+ResNet50_n_feat_UMAP_RandomForest,MobileNet+ResNet50_n_feat,UMAP,RandomForest,150528.0,F100,84.0756,85.7143,83.2738
MobileNet+ResNet50_n_feat_UMAP_RandomForest,MobileNet+ResNet50_n_feat,UMAP,RandomForest,150528.0,F150,82.3529,83.9657,82.2173
MobileNet+ResNet50_n_feat_UMAP_RandomForest,MobileNet+ResNet50_n_feat,UMAP,RandomForest,150528.0,F200,86.9748,86.0389,86.8402
MobileNet+ResNet50_n_feat_UMAP_RandomForest,MobileNet+ResNet50_n_feat,UMAP,RandomForest,150528.0,F250,85.5042,87.1457,86.2878
MobileNet+ResNet50_n_feat_UMAP_RandomForest,MobileNet+ResNet50_n_feat,UMAP,RandomForest,150528.0,F300,84.0756,86.0389,84.3137
MobileNet+ResNet50_n_feat_UMAP_RandomForest,MobileNet+ResNet50_n_feat,UMAP,RandomForest,150528.0,F350,nan,nan,nan
MobileNet+ResNet50_n_feat_UMAP_RandomForest,MobileNet+ResNet50_n_feat,UMAP,RandomForest,150528.0,F400,nan,nan,nan
MobileNet+ResNet50_n_feat_UMAP_RandomForest,MobileNet+ResNet50_n_feat,UMAP,RandomForest,150528.0,F450,nan,nan,nan
MobileNet+ResNet50_n_feat_UMAP_RandomForest,MobileNet+ResNet50_n_feat,UMAP,RandomForest,150528.0,F500,nan,nan,nan
MobileNet+ResNet50_n_feat_UMAP_RandomForest,MobileNet+ResNet50_n_feat,UMAP,RandomForest,150528.0,F550,nan,nan,nan
MobileNet+ResNet50_n_feat_UMAP_RandomForest,MobileNet+ResNet50_n_feat,UMAP,RandomForest,150528.0,F600,nan,nan,nan
MobileNet+ResNet50_n_feat_UMAP_RandomForest,MobileNet+ResNet50_n_feat,UMAP,RandomForest,150528.0,F700,nan,nan,nan
MobileNet+ResNet50_n_feat_UMAP_RandomForest,MobileNet+ResNet50_n_feat,UMAP,RandomForest,150528.0,F800,nan,nan,nan
MobileNet+ResNet50_n_feat_UMAP_RandomForest,MobileNet+ResNet50_n_feat,UMAP,RandomForest,150528.0,F900,nan,nan,nan
MobileNet+ResNet50_n_feat_UMAP_RandomForest,MobileNet+ResNet50_n_feat,UMAP,RandomForest,150528.0,F1000,nan,nan,nan
MobileNet+ResNet50_n_feat_UMAP_Adaboost,MobileNet+ResNet50_n_feat,UMAP,Adaboost,150528.0,F2,73.5294,74.2015,73.3863
MobileNet+ResNet50_n_feat_UMAP_Adaboost,MobileNet+ResNet50_n_feat,UMAP,Adaboost,150528.0,F10,85.2941,83.3333,83.6905
MobileNet+ResNet50_n_feat_UMAP_Adaboost,MobileNet+ResNet50_n_feat,UMAP,Adaboost,150528.0,F20,83.8235,83.8877,83.3193
MobileNet+ResNet50_n_feat_UMAP_Adaboost,MobileNet+ResNet50_n_feat,UMAP,Adaboost,150528.0,F30,85.2941,85.2814,84.2542
MobileNet+ResNet50_n_feat_UMAP_Adaboost,MobileNet+ResNet50_n_feat,UMAP,Adaboost,150528.0,F40,79.4118,81.2813,79.8574
MobileNet+ResNet50_n_feat_UMAP_Adaboost,MobileNet+ResNet50_n_feat,UMAP,Adaboost,150528.0,F50,84.0756,84.9624,82.3214
MobileNet+ResNet50_n_feat_UMAP_Adaboost,MobileNet+ResNet50_n_feat,UMAP,Adaboost,150528.0,F75,85.2941,84.0336,85.0713
MobileNet+ResNet50_n_feat_UMAP_Adaboost,MobileNet+ResNet50_n_feat,UMAP,Adaboost,150528.0,F100,85.5042,84.7926,84.3939
MobileNet+ResNet50_n_feat_UMAP_Adaboost,MobileNet+ResNet50_n_feat,UMAP,Adaboost,150528.0,F150,83.8235,84.7319,83.9892
MobileNet+ResNet50_n_feat_UMAP_Adaboost,MobileNet+ResNet50_n_feat,UMAP,Adaboost,150528.0,F200,79.7059,80.5405,79.7570
MobileNet+ResNet50_n_feat_UMAP_Adaboost,MobileNet+ResNet50_n_feat,UMAP,Adaboost,150528.0,F250,82.3529,80.7114,82.1487
MobileNet+ResNet50_n_feat_UMAP_Adaboost,MobileNet+ResNet50_n_feat,UMAP,Adaboost,150528.0,F300,82.6050,81.6506,82.6535
MobileNet+ResNet50_n_feat_UMAP_Adaboost,MobileNet+ResNet50_n_feat,UMAP,Adaboost,150528.0,F350,nan,nan,nan
MobileNet+ResNet50_n_feat_UMAP_Adaboost,MobileNet+ResNet50_n_feat,UMAP,Adaboost,150528.0,F400,nan,nan,nan
MobileNet+ResNet50_n_feat_UMAP_Adaboost,MobileNet+ResNet50_n_feat,UMAP,Adaboost,150528.0,F450,nan,nan,nan
MobileNet+ResNet50_n_feat_UMAP_Adaboost,MobileNet+ResNet50_n_feat,UMAP,Adaboost,150528.0,F500,nan,nan,nan
MobileNet+ResNet50_n_feat_UMAP_Adaboost,MobileNet+ResNet50_n_feat,UMAP,Adaboost,150528.0,F550,nan,nan,nan
MobileNet+ResNet50_n_feat_UMAP_Adaboost,MobileNet+ResNet50_n_feat,UMAP,Adaboost,150528.0,F600,nan,nan,nan
MobileNet+ResNet50_n_feat_UMAP_Adaboost,MobileNet+ResNet50_n_feat,UMAP,Adaboost,150528.0,F700,nan,nan,nan
MobileNet+ResNet50_n_feat_UMAP_Adaboost,MobileNet+ResNet50_n_feat,UMAP,Adaboost,150528.0,F800,nan,nan,nan
MobileNet+ResNet50_n_feat_UMAP_Adaboost,MobileNet+ResNet50_n_feat,UMAP,Adaboost,150528.0,F900,nan,nan,nan
MobileNet+ResNet50_n_feat_UMAP_Adaboost,MobileNet+ResNet50_n_feat,UMAP,Adaboost,150528.0,F1000,nan,nan,nan
MobileNet+ResNet50_n_feat_UMAP_Gaussian,MobileNet+ResNet50_n_feat,UMAP,Gaussian,150528.0,F2,70.5882,70.5939,70.1155
MobileNet+ResNet50_n_feat_UMAP_Gaussian,MobileNet+ResNet50_n_feat,UMAP,Gaussian,150528.0,F10,76.8067,79.4737,78.5985
MobileNet+ResNet50_n_feat_UMAP_Gaussian,MobileNet+ResNet50_n_feat,UMAP,Gaussian,150528.0,F20,78.2773,79.4737,78.5985
MobileNet+ResNet50_n_feat_UMAP_Gaussian,MobileNet+ResNet50_n_feat,UMAP,Gaussian,150528.0,F30,80.8824,82.6458,80.0631
MobileNet+ResNet50_n_feat_UMAP_Gaussian,MobileNet+ResNet50_n_feat,UMAP,Gaussian,150528.0,F40,76.4706,79.4737,77.2505
MobileNet+ResNet50_n_feat_UMAP_Gaussian,MobileNet+ResNet50_n_feat,UMAP,Gaussian,150528.0,F50,79.4118,78.8676,78.1548
MobileNet+ResNet50_n_feat_UMAP_Gaussian,MobileNet+ResNet50_n_feat,UMAP,Gaussian,150528.0,F75,79.4118,80.5405,79.2893
