method,cnn,reduction,classifier,features,F002,F010,F020,F030,F040,F050,F075,F100,F150,F200,F250,F300,Full,Mean,Sd,MedianQ2,Q1_25%,Q3_75%,Max,Min 
EfficientNetB5_PCA_J48,EfficientNetB5,PCA,J48,460800.0,67.6471,69.1176,72.0588,67.6471,75.0000,70.5882,70.5882,70.5882,63.7815,69.1176,66.1765,66.1765,80.4286,68.8831,7.0447,70.5882,64.7059,73.5294,88.2353,51.4286
EfficientNetB5_PCA_RBF,EfficientNetB5,PCA,RBF,460800.0,73.5294,85.2941,82.3529,82.6050,88.2353,86.9748,85.4622,88.4033,88.2353,89.7059,91.1765,88.2353,89.1765,85.7955,7.5078,85.2941,79.8529,91.2395,97.1429,58.8235
EfficientNetB5_PCA_LinearSVM,EfficientNetB5,PCA,LinearSVM,460800.0,73.5294,85.2941,86.7647,84.0756,86.7647,85.2941,88.2353,88.2353,91.1765,91.1765,89.7059,89.7059,91.5042,86.6527,6.7295,88.2353,82.3529,91.1765,97.1429,64.7059
EfficientNetB5_PCA_MLP,EfficientNetB5,PCA,MLP,460800.0,72.4790,82.3529,79.4118,82.6050,82.6050,82.3529,80.8824,82.3529,78.2353,76.4706,73.5294,67.6471,91.2353,78.3971,7.9098,79.4118,73.5294,83.4664,91.4286,54.2857
EfficientNetB5_PCA_Logistic,EfficientNetB5,PCA,Logistic,460800.0,73.5294,85.2941,85.5462,86.9748,91.1765,83.8235,88.2353,89.7059,91.1765,91.1765,91.1765,91.1765,91.2101,86.7479,6.9396,88.2353,82.3529,91.1765,100.0000,64.7059
EfficientNetB5_PCA_RandomForest,EfficientNetB5,PCA,RandomForest,460800.0,70.5882,82.3529,80.8824,81.1765,85.2941,80.8824,79.4118,78.2773,82.3529,76.4706,73.5294,71.0084,89.4622,78.9048,7.1826,79.4118,73.5294,83.4664,94.2857,58.8235
EfficientNetB5_PCA_Adaboost,EfficientNetB5,PCA,Adaboost,460800.0,69.1176,81.1765,79.4118,77.9412,80.8824,82.3529,78.2353,79.4118,82.3529,79.4118,81.1765,80.8824,89.1765,78.2542,7.7429,79.4118,73.5294,82.8571,94.1176,44.1176
EfficientNetB5_PCA_Gaussian,EfficientNetB5,PCA,Gaussian,460800.0,72.0588,83.8235,79.7059,73.5294,71.0504,66.1765,66.6807,65.2521,64.7059,63.7395,65.2101,64.7059,78.9496,69.9846,8.6687,67.6471,64.7059,76.4706,91.4286,47.0588
EfficientNetB5_UMAP_PCC,EfficientNetB5,UMAP,PCC,460800.0,81.1765,79.4118,82.3529,80.8824,84.0756,81.1765,81.1765,79.4118,81.1765,81.1765,79.7059,82.3529,83.8823,82.6863,6.2256,82.3529,79.4118,88.2353,94.1176,70.5882
EfficientNetB5_UMAP_J48,EfficientNetB5,UMAP,J48,460800.0,79.4118,77.9412,77.9412,75.3782,76.4706,79.4118,85.2941,82.3529,76.4706,73.5294,79.4118,76.8487,80.4286,78.2892,6.4694,78.2773,73.5294,82.3529,94.2857,62.8571
EfficientNetB5_UMAP_RBF,EfficientNetB5,UMAP,RBF,460800.0,73.9076,79.4118,76.4706,78.2773,78.2773,78.2773,77.9412,79.4118,78.2773,76.4706,76.8067,79.7059,89.1765,78.5399,6.0661,76.4706,74.0966,80.5882,94.1176,67.6471
EfficientNetB5_UMAP_LinearSVM,EfficientNetB5,UMAP,LinearSVM,460800.0,73.5294,79.4118,76.4706,79.4118,78.2773,79.4118,79.4118,79.4118,79.4118,78.2773,79.4118,78.2773,91.5042,78.8614,6.7193,79.4118,75.9244,82.3529,94.1176,61.7647
EfficientNetB5_UMAP_MLP,EfficientNetB5,UMAP,MLP,460800.0,68.5714,82.3529,79.4118,83.8235,78.2773,78.2773,76.4706,77.9412,75.0000,66.1765,52.9412,66.1765,91.2353,74.0063,10.8365,76.4706,70.5882,79.4118,94.1176,34.2857
EfficientNetB5_UMAP_Logistic,EfficientNetB5,UMAP,Logistic,460800.0,72.0588,82.3529,83.8235,82.3529,80.8824,83.8235,83.8235,80.8824,80.8824,85.2941,82.3529,82.3529,91.2101,82.0490,7.1499,82.3529,76.4706,88.2353,97.0588,64.7059
EfficientNetB5_UMAP_RandomForest,EfficientNetB5,UMAP,RandomForest,460800.0,82.3529,88.2353,85.2941,82.3529,81.1765,86.7647,86.7647,85.2941,88.2353,82.6050,84.0756,82.8571,89.4622,84.4559,6.4162,84.0756,79.4118,91.1765,94.1176,71.4286
EfficientNetB5_UMAP_Adaboost,EfficientNetB5,UMAP,Adaboost,460800.0,76.4706,79.4118,79.4118,82.3529,80.0000,80.8824,80.8824,82.3529,82.5631,79.4118,81.1765,80.8824,89.1765,80.3165,6.6782,79.4118,76.4706,85.2941,94.1176,61.7647
EfficientNetB5_UMAP_Gaussian,EfficientNetB5,UMAP,Gaussian,460800.0,73.9076,79.7059,76.4706,79.4118,79.4118,76.4706,76.4706,79.4118,79.4118,75.3782,79.4118,79.4118,78.9496,78.4804,4.6939,79.4118,76.4706,82.3529,88.2353,67.6471
EfficientNetB5_ReliefF_PCC,EfficientNetB5,ReliefF,PCC,460800.0,62.3109,67.6471,70.5882,68.1093,68.1513,66.6807,66.1765,63.7815,70.5882,70.5882,69.5378,68.1093,83.8823,67.1499,7.5061,67.6471,62.5840,71.4286,88.2353,42.8571
EfficientNetB5_ReliefF_J48,EfficientNetB5,ReliefF,J48,460800.0,56.4706,67.6471,66.6386,66.1765,68.1093,71.0084,67.6471,66.1765,70.5882,66.1765,68.1093,67.6471,80.4286,66.7367,8.0822,67.6471,61.7647,71.4286,85.2941,41.1765
EfficientNetB5_ReliefF_RBF,EfficientNetB5,ReliefF,RBF,460800.0,69.1176,73.5294,75.0000,70.5882,73.9496,75.0000,71.0084,76.4706,79.7059,78.2773,78.2773,80.8824,89.1765,74.6071,8.5165,76.4706,70.5882,79.4118,94.1176,34.2857
EfficientNetB5_ReliefF_LinearSVM,EfficientNetB5,ReliefF,LinearSVM,460800.0,55.8824,60.2941,63.2353,63.7815,66.1765,70.5882,72.0588,75.0000,79.7479,81.1765,84.0756,84.0756,91.5042,71.1331,11.4109,70.5882,61.7647,79.4118,94.1176,34.2857
EfficientNetB5_ReliefF_MLP,EfficientNetB5,ReliefF,MLP,460800.0,68.0673,73.5294,73.5294,72.0588,75.3782,79.4118,73.9076,76.4706,79.4118,82.3529,82.6050,85.5042,91.2353,75.5637,9.3917,76.4706,70.5882,82.3529,94.1176,34.2857
EfficientNetB5_ReliefF_Logistic,EfficientNetB5,ReliefF,Logistic,460800.0,66.1765,72.0588,70.5882,72.4369,75.3362,75.3782,75.0000,75.3782,79.4118,84.0756,82.3529,82.3529,91.2101,75.8683,9.1327,76.8067,70.5882,82.3529,91.4286,37.1429
EfficientNetB5_ReliefF_RandomForest,EfficientNetB5,ReliefF,RandomForest,460800.0,63.2353,72.0588,73.5294,76.8487,73.9076,77.9412,82.3529,84.0756,82.8571,86.7647,85.5042,85.5042,89.4622,78.5672,9.3677,79.4118,73.5294,85.2941,97.0588,52.9412
EfficientNetB5_ReliefF_Adaboost,EfficientNetB5,ReliefF,Adaboost,460800.0,68.1513,67.6471,72.4790,75.3362,79.4118,78.5714,73.5294,79.4118,82.3529,79.4118,81.1765,82.3529,89.1765,75.5189,9.3868,76.4706,70.5882,82.3529,94.1176,37.1429
EfficientNetB5_ReliefF_Gaussian,EfficientNetB5,ReliefF,Gaussian,460800.0,69.1176,70.5882,71.0504,69.1176,71.0504,72.4790,73.9076,72.0588,75.0000,79.4118,76.4706,79.7059,78.9496,72.4244,8.3410,73.5294,67.6471,79.4118,85.2941,40.0000
EfficientNetB6_PCA_PCC,EfficientNetB6,PCA,PCC,665856.0,73.5294,79.7059,81.4286,80.8824,80.8824,78.5714,79.4118,76.4706,79.4118,80.8824,75.0000,78.2773,76.0168,78.1471,6.7599,79.4118,73.5294,82.3529,91.1765,61.7647
EfficientNetB6_PCA_J48,EfficientNetB6,PCA,J48,665856.0,73.5294,72.0588,72.4790,70.5882,69.5798,70.5882,69.1176,72.4790,66.6386,71.0084,68.1513,67.6471,74.5714,69.9111,7.0813,70.5882,64.7059,73.5294,85.2941,51.4286
EfficientNetB6_PCA_RBF,EfficientNetB6,PCA,RBF,665856.0,75.3782,82.3529,82.3529,85.5042,85.5042,86.7647,85.2941,86.7647,85.2941,86.7647,86.7647,85.2941,84.5042,83.6351,7.7669,85.2941,77.1429,88.5714,97.0588,64.7059
EfficientNetB6_PCA_LinearSVM,EfficientNetB6,PCA,LinearSVM,665856.0,76.4706,85.2941,84.0756,86.7647,85.2941,82.3529,77.9412,79.4118,82.3529,85.2941,85.5042,88.2353,90.3781,82.3999,7.1952,82.8571,76.9748,88.2353,97.0588,60.0000
EfficientNetB6_PCA_MLP,EfficientNetB6,PCA,MLP,665856.0,79.4118,75.0000,79.4118,80.8824,79.4118,75.0000,79.4118,80.8824,73.5294,73.9076,72.0588,69.1176,82.7563,75.9237,6.7414,76.4706,70.5882,80.5882,91.1765,60.0000
EfficientNetB6_PCA_Logistic,EfficientNetB6,PCA,Logistic,665856.0,78.2773,84.0756,82.8571,88.2353,82.6050,82.6050,76.4706,79.4118,83.8235,86.9748,86.9748,91.1765,90.3697,82.8655,7.1069,82.8571,79.4118,88.2353,97.0588,60.0000
EfficientNetB6_PCA_RandomForest,EfficientNetB6,PCA,RandomForest,665856.0,72.4790,78.5714,76.8067,83.8235,80.0000,83.8235,82.3529,79.7479,79.4118,76.8067,73.9076,76.4706,86.2773,78.9818,6.9386,79.4118,73.5294,85.2941,94.1176,57.1429
EfficientNetB6_PCA_Adaboost,EfficientNetB6,PCA,Adaboost,665856.0,71.4286,75.3782,76.8487,84.0756,78.2773,79.4118,81.1765,85.2941,81.1765,79.4118,76.8067,76.4706,89.7899,78.0378,8.3785,79.4118,73.0042,85.2941,94.2857,58.8235
EfficientNetB6_PCA_Gaussian,EfficientNetB6,PCA,Gaussian,665856.0,75.0000,72.8572,73.9496,73.5294,66.1765,66.1765,67.6471,68.1513,70.5882,69.5798,68.1093,66.1765,79.5546,69.9006,6.5991,70.5882,64.7059,73.5294,91.1765,54.2857
EfficientNetB6_UMAP_PCC,EfficientNetB6,UMAP,PCC,665856.0,81.1765,77.9412,79.4118,79.4118,79.4118,80.8824,80.8824,77.9412,79.4118,79.7059,78.2773,79.4118,76.0168,78.3985,8.8648,79.4118,71.4286,85.2941,97.0588,58.8235
EfficientNetB6_UMAP_J48,EfficientNetB6,UMAP,J48,665856.0,73.5294,73.5294,77.9412,76.8067,79.7479,80.8824,77.9412,75.0000,76.4706,77.9412,77.9412,70.5882,74.5714,75.8207,7.4187,76.4706,70.5882,82.3529,91.1765,55.8824
EfficientNetB6_UMAP_RBF,EfficientNetB6,UMAP,RBF,665856.0,79.4118,75.3782,75.3782,73.5294,75.3362,73.5294,73.9076,75.3782,72.4369,73.9076,72.4369,73.9076,84.5042,74.4671,7.0208,74.2857,70.5882,79.4118,88.2353,52.9412
EfficientNetB6_UMAP_LinearSVM,EfficientNetB6,UMAP,LinearSVM,665856.0,75.3782,75.3782,73.9076,75.0000,73.9076,75.0000,73.9076,72.4369,72.4369,73.9076,72.4369,73.5294,90.3781,73.5371,6.6661,74.2857,70.5882,77.7101,85.2941,55.8824
EfficientNetB6_UMAP_MLP,EfficientNetB6,UMAP,MLP,665856.0,76.4706,73.5294,79.4118,73.9076,78.2353,73.5294,72.4790,75.3782,72.0588,72.0588,71.0504,73.9076,82.7563,73.8550,8.1730,73.5294,70.5882,79.4118,91.1765,42.8571
EfficientNetB6_UMAP_Logistic,EfficientNetB6,UMAP,Logistic,665856.0,77.9412,78.2773,79.4118,79.6638,80.8824,79.4118,81.1765,78.2773,79.4118,82.3529,79.7059,79.7059,90.3697,78.7269,7.7069,79.4118,73.5294,85.2941,94.1176,61.7647
EfficientNetB6_UMAP_RandomForest,EfficientNetB6,UMAP,RandomForest,665856.0,78.2353,79.4118,82.6050,79.4118,82.6050,84.0756,82.3529,83.8235,84.0756,84.0756,82.3529,81.1765,86.2773,80.9328,7.6825,82.3529,76.4706,88.2353,94.1176,61.7647
EfficientNetB6_UMAP_Adaboost,EfficientNetB6,UMAP,Adaboost,665856.0,76.4706,75.3782,79.7479,76.4706,81.2185,82.3529,80.8824,79.4118,77.9412,79.4118,77.9412,76.8487,89.7899,78.0189,7.5681,77.1429,73.5294,83.4664,91.4286,55.8824
EfficientNetB6_UMAP_Gaussian,EfficientNetB6,UMAP,Gaussian,665856.0,73.5294,72.4790,75.0000,73.5294,73.9076,75.0000,73.5294,73.5294,73.5294,72.4790,73.9076,75.0000,79.5546,73.0098,6.0624,73.5294,70.5882,77.1429,85.2941,55.8824
EfficientNetB6_ReliefF_PCC,EfficientNetB6,ReliefF,PCC,665856.0,49.2857,55.8824,63.2353,63.7815,61.7647,64.7059,66.6807,67.6471,61.7647,67.6471,63.7815,66.1765,76.0168,62.7234,9.7450,64.7059,58.8235,67.6471,85.2941,29.4118
EfficientNetB6_ReliefF_J48,EfficientNetB6,ReliefF,J48,665856.0,54.4118,58.8235,55.0840,53.6135,60.8824,60.2941,64.7059,70.5882,65.2101,67.6471,66.5966,63.2353,74.5714,61.0329,10.2689,61.7647,54.2857,67.6471,82.3529,32.3529
EfficientNetB6_ReliefF_RBF,EfficientNetB6,ReliefF,RBF,665856.0,49.2857,60.2941,67.6471,69.1176,67.6471,63.7815,70.5882,76.4706,76.4706,76.8067,77.9412,76.4706,84.5042,70.0917,11.7754,71.4286,64.7059,76.4706,100.0000,34.2857
EfficientNetB6_ReliefF_LinearSVM,EfficientNetB6,ReliefF,LinearSVM,665856.0,50.0000,50.0000,57.3529,56.5546,58.8235,64.2857,69.1176,72.4790,79.7059,78.2773,79.4118,81.1765,90.3781,66.7927,14.1958,70.5882,54.2857,79.4118,91.1765,34.2857
EfficientNetB6_ReliefF_MLP,EfficientNetB6,ReliefF,MLP,665856.0,48.5294,60.2941,58.8235,63.2353,67.6471,69.1176,71.4286,72.0588,76.4706,72.4790,82.3529,80.8824,82.7563,68.3256,12.0836,70.5882,61.3235,76.4706,91.1765,34.2857
EfficientNetB6_ReliefF_Logistic,EfficientNetB6,ReliefF,Logistic,665856.0,45.5882,59.4538,60.8824,64.7059,68.1093,68.5714,73.9076,75.3362,77.9412,75.0000,77.9412,79.4118,90.3697,69.2885,12.6296,70.5882,63.9706,79.4118,94.1176,34.2857
EfficientNetB6_ReliefF_RandomForest,EfficientNetB6,ReliefF,RandomForest,665856.0,49.2857,57.3529,60.2942,66.1765,69.1176,70.5882,78.2353,80.0000,81.1765,83.8235,84.0756,84.0756,86.2773,71.9391,13.5706,73.5294,64.7059,82.3529,97.0588,32.3529
EfficientNetB6_ReliefF_Adaboost,EfficientNetB6,ReliefF,Adaboost,665856.0,50.7143,58.8235,52.9412,63.2353,62.3109,66.1765,69.1176,76.4706,76.4706,76.8067,79.4118,76.4706,89.7899,67.3053,12.4880,68.1093,57.1429,76.4706,88.5714,35.2941
EfficientNetB6_ReliefF_Gaussian,EfficientNetB6,ReliefF,Gaussian,665856.0,52.9412,60.2941,56.5546,61.7647,62.3529,63.2353,68.1093,69.1176,72.4790,71.0084,71.0084,73.5294,79.5546,65.6716,11.6177,65.2101,58.8235,73.5294,88.2353,31.4286
EfficientNetB7_PCA_PCC,EfficientNetB7,PCA,PCC,924160.0,77.9412,80.8824,79.4118,84.0756,85.2941,85.2941,85.2941,81.1765,81.1345,82.3529,75.3782,76.4706,80.7143,80.7213,7.1608,81.1765,76.4706,85.2941,97.0588,57.1429
EfficientNetB7_PCA_J48,EfficientNetB7,PCA,J48,924160.0,78.2773,80.8824,77.9411,73.9076,76.8067,76.4706,75.0000,70.5882,75.3362,71.0084,73.5294,72.4790,73.6723,74.6155,8.2763,74.2857,68.3403,82.3529,88.2353,51.4286
EfficientNetB7_PCA_RBF,EfficientNetB7,PCA,RBF,924160.0,76.4706,85.5042,88.4033,86.7647,86.7647,88.4454,91.1765,91.1765,88.4454,89.8740,91.1765,88.4033,89.1933,86.7675,6.5752,88.2353,82.3529,91.1765,97.0588,67.6471
EfficientNetB7_PCA_LinearSVM,EfficientNetB7,PCA,LinearSVM,924160.0,77.1429,86.7647,86.7647,86.9748,85.2941,85.2941,81.1765,82.6050,84.0756,85.5042,85.4622,86.9748,91.2185,84.0735,6.5339,85.2941,79.4118,88.2353,97.0588,64.7059
EfficientNetB7_PCA_MLP,EfficientNetB7,PCA,MLP,924160.0,79.4118,80.8824,76.4706,82.3529,80.8824,80.8824,79.7479,85.2941,79.4118,70.5882,60.8824,68.1093,87.1765,75.8473,9.9344,78.2773,67.6471,82.8571,94.1176,45.7143
EfficientNetB7_PCA_Logistic,EfficientNetB7,PCA,Logistic,924160.0,77.1429,83.8235,85.2941,86.9748,88.2353,85.2941,81.1765,82.6050,84.2857,86.9327,86.7647,88.4033,91.2185,84.0462,6.6597,85.2941,79.4118,88.5714,100.0000,61.7647
EfficientNetB7_PCA_RandomForest,EfficientNetB7,PCA,RandomForest,924160.0,79.4118,83.8235,82.6050,79.4118,83.8235,82.3529,83.8235,82.3529,78.2773,79.4118,77.9412,73.5294,87.7395,79.9825,7.0604,80.0000,76.4706,85.2941,97.0588,57.1429
EfficientNetB7_PCA_Adaboost,EfficientNetB7,PCA,Adaboost,924160.0,75.4202,83.8235,84.0756,80.8824,82.6050,82.3529,82.3529,82.6050,79.4118,79.4118,81.1765,79.4118,86.2605,80.0721,7.9393,80.0000,76.4706,85.2941,94.1176,58.8235
EfficientNetB7_PCA_Gaussian,EfficientNetB7,PCA,Gaussian,924160.0,80.8824,76.4706,77.9412,80.8824,79.4118,77.9412,69.5798,64.7059,70.5882,64.7059,69.1176,68.5714,81.0252,72.8915,7.9355,73.5294,67.6471,79.4118,88.5714,52.9412
EfficientNetB7_UMAP_PCC,EfficientNetB7,UMAP,PCC,924160.0,79.7479,82.6050,78.2773,78.2773,80.8824,82.3529,80.8824,79.7059,81.1345,82.3529,79.4118,82.3529,80.7143,79.7003,6.0358,81.1765,74.2857,85.2941,88.5714,67.6471
EfficientNetB7_UMAP_J48,EfficientNetB7,UMAP,J48,924160.0,76.8487,77.9412,78.2773,80.8824,79.7059,76.4706,79.7479,77.1429,77.9412,76.4706,81.1765,84.0756,73.6723,78.6260,7.1126,79.4118,73.5294,83.4664,94.1176,57.1429
EfficientNetB7_UMAP_RBF,EfficientNetB7,UMAP,RBF,924160.0,83.8235,77.9412,79.4118,77.9412,76.4706,79.4118,76.8067,76.4706,76.4706,76.8067,76.4706,76.4706,89.1933,77.7150,5.9502,76.8067,73.5294,82.3529,88.5714,67.6471
EfficientNetB7_UMAP_LinearSVM,EfficientNetB7,UMAP,LinearSVM,924160.0,80.8824,77.9412,79.4118,77.9412,76.4706,79.4118,76.4706,77.9412,77.9412,79.7059,79.4118,77.9412,91.2185,77.4580,5.7204,79.4118,71.4286,82.3529,88.2353,64.7059
EfficientNetB7_UMAP_MLP,EfficientNetB7,UMAP,MLP,924160.0,79.4118,77.9412,80.8824,79.4118,77.9412,79.4118,75.3782,72.5210,76.4706,75.0000,70.5882,61.7647,87.1765,74.5637,9.8590,76.4706,70.5882,80.5882,88.5714,29.4118
EfficientNetB7_UMAP_Logistic,EfficientNetB7,UMAP,Logistic,924160.0,79.4118,82.3529,79.7059,82.3529,81.1345,80.8824,79.4118,82.3529,81.1345,79.7059,79.7059,80.8824,91.2185,79.9531,6.3214,79.7059,73.5294,85.2941,91.4286,67.6471
EfficientNetB7_UMAP_RandomForest,EfficientNetB7,UMAP,RandomForest,924160.0,79.7479,85.2941,84.0756,84.0756,85.2941,84.0756,85.2941,85.2941,85.2941,84.0756,82.6471,85.2941,87.7395,83.2444,5.5614,85.2941,79.4118,88.2353,94.1176,67.6471
EfficientNetB7_UMAP_Adaboost,EfficientNetB7,UMAP,Adaboost,924160.0,79.4118,78.2773,79.7059,84.0756,81.1765,81.1765,79.7059,80.8824,77.9412,80.0000,82.3529,81.4286,86.2605,80.1365,6.1889,80.0000,76.4706,85.2941,94.1176,57.1429
EfficientNetB7_UMAP_Gaussian,EfficientNetB7,UMAP,Gaussian,924160.0,79.4118,77.9412,75.3362,75.3782,76.8067,77.9412,75.0000,73.9076,76.8067,76.4706,77.9412,76.4706,81.0252,76.9951,6.7677,76.4706,73.5294,82.3529,88.5714,61.7647
EfficientNetB7_ReliefF_PCC,EfficientNetB7,ReliefF,PCC,924160.0,55.0840,57.3529,67.6471,63.7815,70.5882,72.0588,72.0588,62.8571,69.1176,64.7059,70.5882,70.5882,80.7143,66.4356,8.2357,67.6471,60.0000,73.5294,82.3529,44.1176
EfficientNetB7_ReliefF_J48,EfficientNetB7,ReliefF,J48,924160.0,48.5294,55.8824,59.3697,63.2353,60.8824,63.2353,65.2101,62.3109,71.0504,72.4790,73.9496,69.1176,73.6723,63.6275,11.0529,63.7815,55.8824,71.9538,91.4286,31.4286
EfficientNetB7_ReliefF_RBF,EfficientNetB7,ReliefF,RBF,924160.0,54.4118,58.8235,65.2521,69.1176,73.5294,73.9076,75.0000,73.5294,75.3782,76.4706,76.8067,79.7479,89.1933,70.8592,10.2386,73.5294,64.7059,77.1429,85.2941,35.2941
EfficientNetB7_ReliefF_LinearSVM,EfficientNetB7,ReliefF,LinearSVM,924160.0,52.9412,52.9412,52.9412,60.2941,64.7059,67.6471,70.5882,73.5294,75.3782,77.9412,77.9412,76.8067,91.2185,66.7080,11.8973,68.5714,58.4034,74.8319,91.1765,35.2941
EfficientNetB7_ReliefF_MLP,EfficientNetB7,ReliefF,MLP,924160.0,55.8824,52.9412,61.7647,68.1093,72.4790,70.5882,76.4706,72.0588,75.3362,80.8824,79.4118,82.3529,87.1765,70.3193,11.1323,72.4790,64.7059,79.4118,88.2353,32.3529
EfficientNetB7_ReliefF_Logistic,EfficientNetB7,ReliefF,Logistic,924160.0,55.8824,61.7647,68.1513,69.5798,72.0588,73.5294,75.0000,75.0000,75.3782,80.8824,80.8824,80.8824,91.2185,71.7269,9.8867,73.5294,67.6471,79.4118,91.1765,29.4118
EfficientNetB7_ReliefF_RandomForest,EfficientNetB7,ReliefF,RandomForest,924160.0,54.4118,57.3529,66.6807,69.5798,73.9076,73.9496,79.4118,76.4706,76.4706,80.8824,80.8824,80.8824,87.7395,72.1331,11.2638,73.5294,64.7059,79.5589,91.1765,38.2353
EfficientNetB7_ReliefF_Adaboost,EfficientNetB7,ReliefF,Adaboost,924160.0,52.9412,55.8824,60.2941,63.2353,69.5798,69.5798,70.5882,70.5882,75.0000,79.4118,75.0000,80.8824,86.2605,67.9587,11.1501,68.5714,61.0294,76.4706,88.5714,38.2353
EfficientNetB7_ReliefF_Gaussian,EfficientNetB7,ReliefF,Gaussian,924160.0,54.4118,58.8235,62.3529,68.1933,62.3109,68.5714,70.5882,73.5294,76.4706,74.2857,75.3782,76.4706,81.0252,67.3908,10.4169,70.5882,58.8235,76.4706,85.2941,42.8571
