Metodo;FeatureExtraction;DimReduction;NumberComponents;Classifier;ACC01;ACC02;ACC03;ACC04;ACC05;ACC06;ACC07;ACC08;ACC09;ACC10
EfficientNetB1+EfficientNetB5_n_feat_ReliefF_200_RandomForest;EfficientNetB1+EfficientNetB5_n_feat;ReliefF;200;RandomForest;0,8286;0,9143;0,9118;0,7941;0,8235;0,8529;0,9412;0,9118;0,9412;0,7647
EfficientNetB1+EfficientNetB5_n_feat_ReliefF_200_Adaboost;EfficientNetB1+EfficientNetB5_n_feat;ReliefF;200;Adaboost;0,7143;0,8;0,7941;0,6471;0,7647;0,6765;0,8235;0,8235;0,7941;0,7647
EfficientNetB1+EfficientNetB5_n_feat_ReliefF_200_Gaussian;EfficientNetB1+EfficientNetB5_n_feat;ReliefF;200;Gaussian;0,7429;0,6;0,7647;0,7353;0,7059;0,8235;0,7647;0,8235;0,7941;0,8235
EfficientNetB1+EfficientNetB5_n_feat_ReliefF_150_J48;EfficientNetB1+EfficientNetB5_n_feat;ReliefF;150;J48;0,6286;0,7143;0,6176;0,6176;0,6765;0,7647;0,6765;0,7059;0,7353;0,7353
EfficientNetB1+EfficientNetB5_n_feat_ReliefF_150_RBF;EfficientNetB1+EfficientNetB5_n_feat;ReliefF;150;RBF;0,7714;0,8;0,6765;0,5882;0,7941;0,8235;0,8529;0,7647;0,6765;0,7353
EfficientNetB1+EfficientNetB5_n_feat_ReliefF_150_LinearSVM;EfficientNetB1+EfficientNetB5_n_feat;ReliefF;150;LinearSVM;0,7429;0,7143;0,5882;0,5882;0,7059;0,8235;0,8824;0,7647;0,6176;0,7647
EfficientNetB1+EfficientNetB5_n_feat_ReliefF_150_MLP;EfficientNetB1+EfficientNetB5_n_feat;ReliefF;150;MLP;0,7714;0,7714;0,7353;0,7059;0,7353;0,8235;0,8235;0,8235;0,6765;0,8529
EfficientNetB1+EfficientNetB5_n_feat_ReliefF_150_Logistic;EfficientNetB1+EfficientNetB5_n_feat;ReliefF;150;Logistic;0,7714;0,7714;0,7059;0,6765;0,6765;0,7941;0,8529;0,7941;0,6176;0,7353
EfficientNetB1+EfficientNetB5_n_feat_ReliefF_150_RandomForest;EfficientNetB1+EfficientNetB5_n_feat;ReliefF;150;RandomForest;0,8286;0,8286;0,8824;0,6471;0,7059;0,8529;0,7941;0,9118;0,9118;0,8529
EfficientNetB1+EfficientNetB5_n_feat_ReliefF_150_Adaboost;EfficientNetB1+EfficientNetB5_n_feat;ReliefF;150;Adaboost;0,7143;0,6857;0,7647;0,6471;0,7059;0,6765;0,8235;0,8529;0,7353;0,7059
EfficientNetB1+EfficientNetB5_n_feat_ReliefF_150_Gaussian;EfficientNetB1+EfficientNetB5_n_feat;ReliefF;150;Gaussian;0,7429;0,5143;0,7647;0,6471;0,6471;0,7941;0,7941;0,8824;0,7941;0,8235
EfficientNetB1+EfficientNetB5_n_feat_ReliefF_100_J48;EfficientNetB1+EfficientNetB5_n_feat;ReliefF;100;J48;0,6286;0,5714;0,7059;0,5882;0,6176;0,8235;0,7647;0,7647;0,7647;0,7647
EfficientNetB1+EfficientNetB5_n_feat_ReliefF_100_RBF;EfficientNetB1+EfficientNetB5_n_feat;ReliefF;100;RBF;0,7429;0,7714;0,6471;0,5882;0,7647;0,8824;0,7941;0,8235;0,7647;0,7941
EfficientNetB1+EfficientNetB5_n_feat_ReliefF_100_LinearSVM;EfficientNetB1+EfficientNetB5_n_feat;ReliefF;100;LinearSVM;0,6857;0,7143;0,5882;0,6471;0,7059;0,8824;0,8529;0,8824;0,6765;0,7647
EfficientNetB1+EfficientNetB5_n_feat_ReliefF_100_MLP;EfficientNetB1+EfficientNetB5_n_feat;ReliefF;100;MLP;0,6571;0,6571;0,7941;0,7647;0,7353;0,8824;0,8824;0,8824;0,5588;0,7941
EfficientNetB1+EfficientNetB5_n_feat_ReliefF_100_Logistic;EfficientNetB1+EfficientNetB5_n_feat;ReliefF;100;Logistic;0,7714;0,7143;0,7353;0,7647;0,6765;0,9412;0,8824;0,8235;0,6471;0,7353
EfficientNetB1+EfficientNetB5_n_feat_ReliefF_100_RandomForest;EfficientNetB1+EfficientNetB5_n_feat;ReliefF;100;RandomForest;0,8286;0,7429;0,8529;0,7059;0,7353;0,7941;0,8235;0,8235;0,7353;0,9412
EfficientNetB1+EfficientNetB5_n_feat_ReliefF_100_Adaboost;EfficientNetB1+EfficientNetB5_n_feat;ReliefF;100;Adaboost;0,8;0,6571;0,8235;0,6471;0,6765;0,8235;0,7941;0,8235;0,7353;0,7647
EfficientNetB1+EfficientNetB5_n_feat_ReliefF_100_Gaussian;EfficientNetB1+EfficientNetB5_n_feat;ReliefF;100;Gaussian;0,7714;0,5714;0,7353;0,6765;0,6471;0,8235;0,7941;0,8529;0,7941;0,8824
EfficientNetB1+EfficientNetB5_n_feat_ReliefF_50_J48;EfficientNetB1+EfficientNetB5_n_feat;ReliefF;50;J48;0,6571;0,5714;0,5882;0,6765;0,7353;0,8235;0,7059;0,7647;0,6471;0,6765
EfficientNetB1+EfficientNetB5_n_feat_ReliefF_50_RBF;EfficientNetB1+EfficientNetB5_n_feat;ReliefF;50;RBF;0,6571;0,6857;0,6765;0,7059;0,7059;0,8529;0,7059;0,8235;0,6176;0,8235
EfficientNetB1+EfficientNetB5_n_feat_ReliefF_50_LinearSVM;EfficientNetB1+EfficientNetB5_n_feat;ReliefF;50;LinearSVM;0,6857;0,6;0,6471;0,6176;0,7353;0,8235;0,6176;0,7059;0,6471;0,7353
EfficientNetB1+EfficientNetB5_n_feat_ReliefF_50_MLP;EfficientNetB1+EfficientNetB5_n_feat;ReliefF;50;MLP;0,6571;0,6;0,7647;0,8235;0,7059;0,9118;0,7353;0,8235;0,6471;0,7941
EfficientNetB1+EfficientNetB5_n_feat_ReliefF_50_Logistic;EfficientNetB1+EfficientNetB5_n_feat;ReliefF;50;Logistic;0,8;0,6286;0,7941;0,6471;0,7059;0,9118;0,7647;0,8235;0,6176;0,7647
EfficientNetB1+EfficientNetB5_n_feat_ReliefF_50_RandomForest;EfficientNetB1+EfficientNetB5_n_feat;ReliefF;50;RandomForest;0,7714;0,7143;0,8529;0,7059;0,6471;0,8235;0,6471;0,7941;0,7353;0,7059
EfficientNetB1+EfficientNetB5_n_feat_ReliefF_50_Adaboost;EfficientNetB1+EfficientNetB5_n_feat;ReliefF;50;Adaboost;0,6571;0,6571;0,7647;0,7059;0,6471;0,8529;0,6765;0,8235;0,7059;0,7353
EfficientNetB1+EfficientNetB5_n_feat_ReliefF_50_Gaussian;EfficientNetB1+EfficientNetB5_n_feat;ReliefF;50;Gaussian;0,8286;0,6571;0,7353;0,5588;0,6471;0,8529;0,5294;0,6765;0,8235;0,7647
EfficientNetB1+EfficientNetB5_n_feat_ReliefF_40_J48;EfficientNetB1+EfficientNetB5_n_feat;ReliefF;40;J48;0,6571;0,6857;0,5294;0,6471;0,5882;0,8529;0,5294;0,7353;0,6176;0,7059
EfficientNetB1+EfficientNetB5_n_feat_ReliefF_40_RBF;EfficientNetB1+EfficientNetB5_n_feat;ReliefF;40;RBF;0,6857;0,6857;0,7059;0,7059;0,7353;0,9118;0,6471;0,9118;0,6176;0,7059
EfficientNetB1+EfficientNetB5_n_feat_ReliefF_40_LinearSVM;EfficientNetB1+EfficientNetB5_n_feat;ReliefF;40;LinearSVM;0,6857;0,6286;0,6765;0,6765;0,7059;0,7941;0,5882;0,7353;0,6471;0,7059
EfficientNetB1+EfficientNetB5_n_feat_ReliefF_40_MLP;EfficientNetB1+EfficientNetB5_n_feat;ReliefF;40;MLP;0,8;0,6286;0,6471;0,8529;0,6765;0,8529;0,5;0,7647;0,7059;0,7353
EfficientNetB1+EfficientNetB5_n_feat_ReliefF_40_Logistic;EfficientNetB1+EfficientNetB5_n_feat;ReliefF;40;Logistic;0,8;0,6286;0,7059;0,7059;0,7059;0,8824;0,7353;0,8529;0,7059;0,7059
EfficientNetB1+EfficientNetB5_n_feat_ReliefF_40_RandomForest;EfficientNetB1+EfficientNetB5_n_feat;ReliefF;40;RandomForest;0,7429;0,8;0,8235;0,6765;0,6765;0,9412;0,5882;0,8824;0,7353;0,7059
EfficientNetB1+EfficientNetB5_n_feat_ReliefF_40_Adaboost;EfficientNetB1+EfficientNetB5_n_feat;ReliefF;40;Adaboost;0,7429;0,6857;0,6765;0,6176;0,6176;0,8824;0,6176;0,9118;0,6765;0,7059
EfficientNetB1+EfficientNetB5_n_feat_ReliefF_40_Gaussian;EfficientNetB1+EfficientNetB5_n_feat;ReliefF;40;Gaussian;0,8286;0,6571;0,7059;0,6176;0,6765;0,8235;0,5588;0,7059;0,8529;0,7353
EfficientNetB1+EfficientNetB5_n_feat_ReliefF_30_J48;EfficientNetB1+EfficientNetB5_n_feat;ReliefF;30;J48;0,6286;0,6;0,6176;0,5882;0,6176;0,8529;0,5;0,7647;0,6176;0,6765
EfficientNetB1+EfficientNetB5_n_feat_ReliefF_30_RBF;EfficientNetB1+EfficientNetB5_n_feat;ReliefF;30;RBF;0,7714;0,7143;0,5882;0,6765;0,7353;0,8529;0,6765;0,9118;0,6471;0,7941
EfficientNetB1+EfficientNetB5_n_feat_ReliefF_30_LinearSVM;EfficientNetB1+EfficientNetB5_n_feat;ReliefF;30;LinearSVM;0,6857;0,6;0,6471;0,6765;0,6471;0,7941;0,6176;0,7353;0,5882;0,7059
EfficientNetB1+EfficientNetB5_n_feat_ReliefF_30_MLP;EfficientNetB1+EfficientNetB5_n_feat;ReliefF;30;MLP;0,7429;0,7143;0,5588;0,7647;0,6471;0,8824;0,6176;0,9118;0,7353;0,7059
EfficientNetB1+EfficientNetB5_n_feat_ReliefF_30_Logistic;EfficientNetB1+EfficientNetB5_n_feat;ReliefF;30;Logistic;0,8857;0,6571;0,7647;0,7353;0,6471;0,9118;0,7647;0,8235;0,6765;0,7059
EfficientNetB1+EfficientNetB5_n_feat_ReliefF_30_RandomForest;EfficientNetB1+EfficientNetB5_n_feat;ReliefF;30;RandomForest;0,8;0,7429;0,6765;0,7353;0,6471;0,8529;0,7059;0,8824;0,7353;0,7059
EfficientNetB1+EfficientNetB5_n_feat_ReliefF_30_Adaboost;EfficientNetB1+EfficientNetB5_n_feat;ReliefF;30;Adaboost;0,7429;0,7429;0,6765;0,7353;0,6176;0,8235;0,7353;0,7647;0,7059;0,7941
EfficientNetB1+EfficientNetB5_n_feat_ReliefF_30_Gaussian;EfficientNetB1+EfficientNetB5_n_feat;ReliefF;30;Gaussian;0,8;0,7143;0,6765;0,5882;0,7353;0,8235;0,6471;0,7353;0,7647;0,7059
EfficientNetB1+EfficientNetB5_n_feat_ReliefF_20_J48;EfficientNetB1+EfficientNetB5_n_feat;ReliefF;20;J48;0,6857;0,5429;0,5882;0,7647;0,5;0,6765;0,5588;0,6765;0,6176;0,5588
EfficientNetB1+EfficientNetB5_n_feat_ReliefF_20_RBF;EfficientNetB1+EfficientNetB5_n_feat;ReliefF;20;RBF;0,7143;0,5714;0,6471;0,6471;0,6176;0,7941;0,7059;0,9118;0,7353;0,7059
EfficientNetB1+EfficientNetB5_n_feat_ReliefF_20_LinearSVM;EfficientNetB1+EfficientNetB5_n_feat;ReliefF;20;LinearSVM;0,6;0,4857;0,6471;0,6471;0,5882;0,7647;0,5588;0,7647;0,6471;0,6765
EfficientNetB1+EfficientNetB5_n_feat_ReliefF_20_MLP;EfficientNetB1+EfficientNetB5_n_feat;ReliefF;20;MLP;0,7429;0,4857;0,6765;0,7059;0,5294;0,7353;0,6471;0,8235;0,6471;0,5882
EfficientNetB1+EfficientNetB5_n_feat_ReliefF_20_Logistic;EfficientNetB1+EfficientNetB5_n_feat;ReliefF;20;Logistic;0,7714;0,5429;0,7059;0,7353;0,5588;0,7941;0,6765;0,8529;0,7647;0,7647
EfficientNetB1+EfficientNetB5_n_feat_ReliefF_20_RandomForest;EfficientNetB1+EfficientNetB5_n_feat;ReliefF;20;RandomForest;0,7429;0,7143;0,5882;0,6765;0,4118;0,7059;0,6471;0,8824;0,7059;0,7353
EfficientNetB1+EfficientNetB5_n_feat_ReliefF_20_Adaboost;EfficientNetB1+EfficientNetB5_n_feat;ReliefF;20;Adaboost;0,7143;0,5714;0,6176;0,7353;0,4118;0,6765;0,5882;0,9118;0,7059;0,6765
EfficientNetB1+EfficientNetB5_n_feat_ReliefF_20_Gaussian;EfficientNetB1+EfficientNetB5_n_feat;ReliefF;20;Gaussian;0,6857;0,5714;0,6765;0,6176;0,6471;0,7647;0,6471;0,7647;0,7647;0,6765
EfficientNetB1+EfficientNetB5_n_feat_ReliefF_10_J48;EfficientNetB1+EfficientNetB5_n_feat;ReliefF;10;J48;0,6;0,6286;0,4706;0,4412;0,4706;0,6471;0,5882;0,7059;0,7059;0,6471
EfficientNetB1+EfficientNetB5_n_feat_ReliefF_10_RBF;EfficientNetB1+EfficientNetB5_n_feat;ReliefF;10;RBF;0,6571;0,6857;0,5588;0,6176;0,5294;0,7353;0,6765;0,7647;0,7647;0,7353
EfficientNetB1+EfficientNetB5_n_feat_ReliefF_10_LinearSVM;EfficientNetB1+EfficientNetB5_n_feat;ReliefF;10;LinearSVM;0,5429;0,4857;0,6176;0,6176;0,5588;0,7353;0,5588;0,6765;0,6471;0,6471
EfficientNetB1+EfficientNetB5_n_feat_ReliefF_10_MLP;EfficientNetB1+EfficientNetB5_n_feat;ReliefF;10;MLP;0,6286;0,5714;0,5294;0,6176;0,5;0,6765;0,4412;0,8824;0,7059;0,7647
EfficientNetB1+EfficientNetB5_n_feat_ReliefF_10_Logistic;EfficientNetB1+EfficientNetB5_n_feat;ReliefF;10;Logistic;0,6857;0,6857;0,6176;0,6471;0,4706;0,7353;0,7353;0,8235;0,7941;0,7059
EfficientNetB1+EfficientNetB5_n_feat_ReliefF_10_RandomForest;EfficientNetB1+EfficientNetB5_n_feat;ReliefF;10;RandomForest;0,7429;0,7429;0,5;0,7059;0,4118;0,7353;0,5588;0,8235;0,7647;0,6765
EfficientNetB1+EfficientNetB5_n_feat_ReliefF_10_Adaboost;EfficientNetB1+EfficientNetB5_n_feat;ReliefF;10;Adaboost;0,7714;0,6;0,5588;0,6471;0,3529;0,6765;0,6176;0,7941;0,6471;0,7059
EfficientNetB1+EfficientNetB5_n_feat_ReliefF_10_Gaussian;EfficientNetB1+EfficientNetB5_n_feat;ReliefF;10;Gaussian;0,5714;0,5714;0,6765;0,6471;0,5294;0,7647;0,6471;0,7353;0,7647;0,6765
EfficientNetB1+EfficientNetB5_n_feat_ReliefF_2_J48;EfficientNetB1+EfficientNetB5_n_feat;ReliefF;2;J48;0,6571;0,6;0,5294;0,5294;0,5882;0,5588;0,8235;0,7353;0,4706;0,6471
EfficientNetB1+EfficientNetB5_n_feat_ReliefF_2_RBF;EfficientNetB1+EfficientNetB5_n_feat;ReliefF;2;RBF;0,6;0,6;0,5294;0,6765;0,5;0,7353;0,5588;0,7353;0,6471;0,7059
EfficientNetB1+EfficientNetB5_n_feat_ReliefF_2_LinearSVM;EfficientNetB1+EfficientNetB5_n_feat;ReliefF;2;LinearSVM;0,5429;0,3429;0,5;0,5882;0,5588;0,6471;0,5;0,6176;0,3529;0,6176
EfficientNetB1+EfficientNetB5_n_feat_ReliefF_2_MLP;EfficientNetB1+EfficientNetB5_n_feat;ReliefF;2;MLP;0,6857;0,6857;0,5588;0,7059;0,5;0,7941;0,5588;0,7941;0,6765;0,7059
EfficientNetB1+EfficientNetB5_n_feat_ReliefF_2_Logistic;EfficientNetB1+EfficientNetB5_n_feat;ReliefF;2;Logistic;0,6286;0,3143;0,5588;0,7059;0,5294;0,7059;0,5294;0,7353;0,7353;0,7059
EfficientNetB1+EfficientNetB5_n_feat_ReliefF_2_RandomForest;EfficientNetB1+EfficientNetB5_n_feat;ReliefF;2;RandomForest;0,6;0,6;0,5;0,6471;0,4706;0,5294;0,6176;0,7647;0,5294;0,6765
EfficientNetB1+EfficientNetB5_n_feat_ReliefF_2_Adaboost;EfficientNetB1+EfficientNetB5_n_feat;ReliefF;2;Adaboost;0,7143;0,6286;0,5294;0,6765;0,5;0,6471;0,5294;0,7353;0,6471;0,7059
EfficientNetB1+EfficientNetB5_n_feat_ReliefF_2_Gaussian;EfficientNetB1+EfficientNetB5_n_feat;ReliefF;2;Gaussian;0,6286;0,5429;0,5;0,6765;0,5;0,7059;0,5294;0,7059;0,6471;0,7059
EfficientNetB1+EfficientNetB5_n_feat_ReliefF_75_J48;EfficientNetB1+EfficientNetB5_n_feat;ReliefF;75;J48;0,5143;0,5714;0,5882;0,6471;0,6176;0,9412;0,7647;0,7941;0,7353;0,7647
EfficientNetB1+EfficientNetB5_n_feat_ReliefF_75_RBF;EfficientNetB1+EfficientNetB5_n_feat;ReliefF;75;RBF;0,7714;0,6857;0,5882;0,6765;0,7941;0,9118;0,7647;0,8235;0,6765;0,8529
EfficientNetB1+EfficientNetB5_n_feat_ReliefF_75_LinearSVM;EfficientNetB1+EfficientNetB5_n_feat;ReliefF;75;LinearSVM;0,7429;0,6;0,6176;0,5882;0,6765;0,8529;0,8529;0,7647;0,7059;0,7941
EfficientNetB1+EfficientNetB5_n_feat_ReliefF_75_MLP;EfficientNetB1+EfficientNetB5_n_feat;ReliefF;75;MLP;0,8;0,5429;0,7353;0,7941;0,7941;0,8824;0,8529;0,8235;0,5588;0,8235
EfficientNetB1+EfficientNetB5_n_feat_ReliefF_75_Logistic;EfficientNetB1+EfficientNetB5_n_feat;ReliefF;75;Logistic;0,7714;0,5714;0,6471;0,7059;0,7353;0,9412;0,8529;0,8235;0,5882;0,7647
EfficientNetB1+EfficientNetB5_n_feat_ReliefF_75_RandomForest;EfficientNetB1+EfficientNetB5_n_feat;ReliefF;75;RandomForest;0,8;0,7429;0,7647;0,7353;0,7941;0,8824;0,8235;0,9118;0,8235;0,8824
EfficientNetB1+EfficientNetB5_n_feat_ReliefF_75_Adaboost;EfficientNetB1+EfficientNetB5_n_feat;ReliefF;75;Adaboost;0,7429;0,8;0,7647;0,6471;0,7059;0,8529;0,8529;0,7647;0,6176;0,7353
EfficientNetB1+EfficientNetB5_n_feat_ReliefF_75_Gaussian;EfficientNetB1+EfficientNetB5_n_feat;ReliefF;75;Gaussian;0,8286;0,5714;0,6765;0,6471;0,6765;0,8529;0,5588;0,7941;0,7353;0,8529
EfficientNetB1+EfficientNetB5_n_feat_PCA_300_J48;EfficientNetB1+EfficientNetB5_n_feat;PCA;300;J48;0,7714;0,8;0,8529;0,6765;0,8235;0,8235;0,8235;0,8235;0,7647;0,7059
EfficientNetB1+EfficientNetB5_n_feat_PCA_300_RBF;EfficientNetB1+EfficientNetB5_n_feat;PCA;300;RBF;0,8571;0,9714;0,9118;0,8235;0,9706;0,9118;0,8529;0,9412;0,9412;0,8529
EfficientNetB1+EfficientNetB5_n_feat_PCA_300_LinearSVM;EfficientNetB1+EfficientNetB5_n_feat;PCA;300;LinearSVM;0,8571;0,9429;0,9412;0,8824;0,9412;0,8824;0,9118;0,9118;0,9412;0,8824
EfficientNetB1+EfficientNetB5_n_feat_PCA_300_MLP;EfficientNetB1+EfficientNetB5_n_feat;PCA;300;MLP;0,8;0,7714;0,8824;0,8235;0,8529;0,8824;0,8824;0,7941;0,8529;0,7941
EfficientNetB1+EfficientNetB5_n_feat_PCA_300_Logistic;EfficientNetB1+EfficientNetB5_n_feat;PCA;300;Logistic;0,9143;0,9429;0,9412;0,9118;0,9412;0,8824;0,9118;0,9412;0,9412;0,8824
EfficientNetB1+EfficientNetB5_n_feat_PCA_300_RandomForest;EfficientNetB1+EfficientNetB5_n_feat;PCA;300;RandomForest;0,8286;0,8286;0,8235;0,8235;0,7941;0,7941;0,8529;0,8529;0,8824;0,8529
EfficientNetB1+EfficientNetB5_n_feat_PCA_300_Adaboost;EfficientNetB1+EfficientNetB5_n_feat;PCA;300;Adaboost;0,8286;0,8;0,8235;0,7353;0,8529;0,8529;0,7647;0,8529;0,9118;0,8235
EfficientNetB1+EfficientNetB5_n_feat_PCA_300_Gaussian;EfficientNetB1+EfficientNetB5_n_feat;PCA;300;Gaussian;0,6571;0,6857;0,7059;0,7059;0,7059;0,7059;0,7059;0,6765;0,7353;0,6471
EfficientNetB1+EfficientNetB5_n_feat_UMAP_300_J48;EfficientNetB1+EfficientNetB5_n_feat;UMAP;300;J48;0,8286;0,8571;0,8235;0,8529;0,7647;0,8235;0,8235;0,7647;0,8824;0,9118
EfficientNetB1+EfficientNetB5_n_feat_UMAP_300_RBF;EfficientNetB1+EfficientNetB5_n_feat;UMAP;300;RBF;0,7143;0,8286;0,6765;0,7647;0,7941;0,8824;0,7353;0,7941;0,8529;0,7353
EfficientNetB1+EfficientNetB5_n_feat_UMAP_300_LinearSVM;EfficientNetB1+EfficientNetB5_n_feat;UMAP;300;LinearSVM;0,7429;0,8;0,7353;0,7647;0,8235;0,9118;0,7941;0,8824;0,8824;0,7647
EfficientNetB1+EfficientNetB5_n_feat_UMAP_300_MLP;EfficientNetB1+EfficientNetB5_n_feat;UMAP;300;MLP;0,7429;0,7143;0,7353;0,7059;0,7647;0,4706;0,6765;0,7353;0,8235;0,7353
EfficientNetB1+EfficientNetB5_n_feat_UMAP_300_Logistic;EfficientNetB1+EfficientNetB5_n_feat;UMAP;300;Logistic;0,7714;0,9143;0,8529;0,7353;0,7941;0,8824;0,7647;0,8529;0,8824;0,7647
EfficientNetB1+EfficientNetB5_n_feat_UMAP_300_RandomForest;EfficientNetB1+EfficientNetB5_n_feat;UMAP;300;RandomForest;0,8571;0,8571;0,7941;0,8235;0,9118;0,9118;0,8529;0,9118;0,8529;0,8529
EfficientNetB1+EfficientNetB5_n_feat_UMAP_300_Adaboost;EfficientNetB1+EfficientNetB5_n_feat;UMAP;300;Adaboost;0,8;0,9429;0,8235;0,7647;0,7353;0,8824;0,7647;0,8529;0,8529;0,7941
EfficientNetB1+EfficientNetB5_n_feat_UMAP_300_Gaussian;EfficientNetB1+EfficientNetB5_n_feat;UMAP;300;Gaussian;0,7429;0,7714;0,7059;0,7647;0,7941;0,8824;0,6765;0,7941;0,8235;0,7353
EfficientNetB1+EfficientNetB5_n_feat_PCA_250_J48;EfficientNetB1+EfficientNetB5_n_feat;PCA;250;J48;0,7429;0,7143;0,8235;0,7647;0,8235;0,7941;0,7353;0,7647;0,8529;0,7353
EfficientNetB1+EfficientNetB5_n_feat_PCA_250_RBF;EfficientNetB1+EfficientNetB5_n_feat;PCA;250;RBF;0,8857;0,9714;0,9118;0,8235;0,9706;0,8824;0,8529;0,9412;0,9412;0,8824
EfficientNetB1+EfficientNetB5_n_feat_PCA_250_LinearSVM;EfficientNetB1+EfficientNetB5_n_feat;PCA;250;LinearSVM;0,9143;0,9714;0,9412;0,9706;0,9118;0,8529;0,9412;0,9118;0,9412;0,8529
EfficientNetB1+EfficientNetB5_n_feat_PCA_250_MLP;EfficientNetB1+EfficientNetB5_n_feat;PCA;250;MLP;0,8571;0,8286;0,9118;0,9118;0,8529;0,7941;0,8235;0,8235;0,8235;0,7059
EfficientNetB1+EfficientNetB5_n_feat_PCA_250_Logistic;EfficientNetB1+EfficientNetB5_n_feat;PCA;250;Logistic;0,9143;0,9714;0,9706;0,9412;0,9118;0,8529;0,9412;0,9412;0,9412;0,8824
EfficientNetB1+EfficientNetB5_n_feat_PCA_250_RandomForest;EfficientNetB1+EfficientNetB5_n_feat;PCA;250;RandomForest;0,8;0,8857;0,8824;0,7647;0,8235;0,8235;0,7647;0,8824;0,8824;0,8529
EfficientNetB1+EfficientNetB5_n_feat_PCA_250_Adaboost;EfficientNetB1+EfficientNetB5_n_feat;PCA;250;Adaboost;0,8571;0,8;0,8824;0,6471;0,7941;0,9412;0,8235;0,7941;0,9118;0,8824
EfficientNetB1+EfficientNetB5_n_feat_PCA_250_Gaussian;EfficientNetB1+EfficientNetB5_n_feat;PCA;250;Gaussian;0,6286;0,6571;0,7059;0,7353;0,7059;0,6765;0,6765;0,6765;0,7353;0,6471
EfficientNetB1+EfficientNetB5_n_feat_UMAP_250_J48;EfficientNetB1+EfficientNetB5_n_feat;UMAP;250;J48;0,8286;0,6571;0,8235;0,7059;0,7647;0,7647;0,7647;0,8824;0,6765;0,7647
EfficientNetB1+EfficientNetB5_n_feat_UMAP_250_RBF;EfficientNetB1+EfficientNetB5_n_feat;UMAP;250;RBF;0,7714;0,8286;0,7353;0,7941;0,7941;0,8529;0,7647;0,7941;0,8529;0,7353
EfficientNetB1+EfficientNetB5_n_feat_UMAP_250_LinearSVM;EfficientNetB1+EfficientNetB5_n_feat;UMAP;250;LinearSVM;0,7714;0,8286;0,7941;0,7941;0,8235;0,8529;0,7647;0,9118;0,8529;0,7647
EfficientNetB1+EfficientNetB5_n_feat_UMAP_250_MLP;EfficientNetB1+EfficientNetB5_n_feat;UMAP;250;MLP;0,4286;0,7714;0,5294;0,7647;0,6176;0,8529;0,7059;0,6765;0,6765;0,7059
EfficientNetB1+EfficientNetB5_n_feat_UMAP_250_Logistic;EfficientNetB1+EfficientNetB5_n_feat;UMAP;250;Logistic;0,8;0,8571;0,8235;0,7353;0,8235;0,8824;0,7059;0,8824;0,8824;0,7941
EfficientNetB1+EfficientNetB5_n_feat_UMAP_250_RandomForest;EfficientNetB1+EfficientNetB5_n_feat;UMAP;250;RandomForest;0,8571;0,8857;0,8235;0,7647;0,8824;0,9412;0,8235;0,8824;0,8824;0,8235
EfficientNetB1+EfficientNetB5_n_feat_UMAP_250_Adaboost;EfficientNetB1+EfficientNetB5_n_feat;UMAP;250;Adaboost;0,8571;0,8286;0,8529;0,7647;0,7647;0,8824;0,8824;0,9118;0,8235;0,7059
EfficientNetB1+EfficientNetB5_n_feat_UMAP_250_Gaussian;EfficientNetB1+EfficientNetB5_n_feat;UMAP;250;Gaussian;0,8286;0,8571;0,7647;0,7941;0,7941;0,8529;0,6765;0,7647;0,8235;0,7647
EfficientNetB1+EfficientNetB5_n_feat_PCA_200_J48;EfficientNetB1+EfficientNetB5_n_feat;PCA;200;J48;0,7143;0,7714;0,8824;0,6765;0,7941;0,7941;0,7941;0,7941;0,8235;0,7647
EfficientNetB1+EfficientNetB5_n_feat_PCA_200_RBF;EfficientNetB1+EfficientNetB5_n_feat;PCA;200;RBF;0,8286;0,9714;0,9118;0,7941;0,9706;0,8529;0,8529;0,9412;0,9412;0,8824
EfficientNetB1+EfficientNetB5_n_feat_PCA_200_LinearSVM;EfficientNetB1+EfficientNetB5_n_feat;PCA;200;LinearSVM;0,8571;0,9714;0,9706;0,9118;0,9118;0,9118;0,8235;0,8529;0,9706;0,7353
EfficientNetB1+EfficientNetB5_n_feat_PCA_200_MLP;EfficientNetB1+EfficientNetB5_n_feat;PCA;200;MLP;0,8;0,8571;0,8824;0,7941;0,8235;0,8235;0,8235;0,7353;0,8529;0,8235
EfficientNetB1+EfficientNetB5_n_feat_PCA_200_Logistic;EfficientNetB1+EfficientNetB5_n_feat;PCA;200;Logistic;0,9143;0,9714;0,9706;0,9412;0,9118;0,9118;0,8235;0,8529;0,9706;0,7941
EfficientNetB1+EfficientNetB5_n_feat_PCA_200_RandomForest;EfficientNetB1+EfficientNetB5_n_feat;PCA;200;RandomForest;0,8286;0,8286;0,9118;0,7353;0,8529;0,8824;0,7647;0,8235;0,9118;0,8824
EfficientNetB1+EfficientNetB5_n_feat_PCA_200_Adaboost;EfficientNetB1+EfficientNetB5_n_feat;PCA;200;Adaboost;0,8286;0,8571;0,8529;0,7353;0,8824;0,8529;0,8824;0,9118;0,9412;0,8824
EfficientNetB1+EfficientNetB5_n_feat_PCA_200_Gaussian;EfficientNetB1+EfficientNetB5_n_feat;PCA;200;Gaussian;0,6;0,6571;0,6765;0,7353;0,7059;0,7059;0,7059;0,6765;0,7059;0,6765
