metodo;ExtractionMethod;Reduction;Classification;Fold;Features;Normalization;Components;ACC
ResNet101+DenseNet121_n_feat_ReliefF_300_RandomForest;ResNet101+DenseNet121_n_feat;ReliefF;RandomForest;3;150528;No;300;0,882353
ResNet101+DenseNet121_n_feat_ReliefF_300_Adaboost;ResNet101+DenseNet121_n_feat;ReliefF;Adaboost;3;150528;No;300;0,823529
ResNet101+DenseNet121_n_feat_ReliefF_300_Gaussian;ResNet101+DenseNet121_n_feat;ReliefF;Gaussian;3;150528;No;300;0,764706
ResNet101+DenseNet121_n_feat_ReliefF_300_J48;ResNet101+DenseNet121_n_feat;ReliefF;J48;4;150528;No;300;0,794118
ResNet101+DenseNet121_n_feat_ReliefF_300_RBF;ResNet101+DenseNet121_n_feat;ReliefF;RBF;4;150528;No;300;0,852941
ResNet101+DenseNet121_n_feat_ReliefF_300_LinearSVM;ResNet101+DenseNet121_n_feat;ReliefF;LinearSVM;4;150528;No;300;0,794118
ResNet101+DenseNet121_n_feat_ReliefF_300_MLP;ResNet101+DenseNet121_n_feat;ReliefF;MLP;4;150528;No;300;0,852941
ResNet101+DenseNet121_n_feat_ReliefF_300_Logistic;ResNet101+DenseNet121_n_feat;ReliefF;Logistic;4;150528;No;300;0,794118
ResNet101+DenseNet121_n_feat_ReliefF_300_RandomForest;ResNet101+DenseNet121_n_feat;ReliefF;RandomForest;4;150528;No;300;0,941176
ResNet101+DenseNet121_n_feat_ReliefF_300_Adaboost;ResNet101+DenseNet121_n_feat;ReliefF;Adaboost;4;150528;No;300;0,823529
ResNet101+DenseNet121_n_feat_ReliefF_300_Gaussian;ResNet101+DenseNet121_n_feat;ReliefF;Gaussian;4;150528;No;300;0,882353
ResNet101+DenseNet121_n_feat_ReliefF_300_J48;ResNet101+DenseNet121_n_feat;ReliefF;J48;5;150528;No;300;0,705882
ResNet101+DenseNet121_n_feat_ReliefF_300_RBF;ResNet101+DenseNet121_n_feat;ReliefF;RBF;5;150528;No;300;0,882353
ResNet101+DenseNet121_n_feat_ReliefF_300_LinearSVM;ResNet101+DenseNet121_n_feat;ReliefF;LinearSVM;5;150528;No;300;0,852941
ResNet101+DenseNet121_n_feat_ReliefF_300_MLP;ResNet101+DenseNet121_n_feat;ReliefF;MLP;5;150528;No;300;0,882353
ResNet101+DenseNet121_n_feat_ReliefF_300_Logistic;ResNet101+DenseNet121_n_feat;ReliefF;Logistic;5;150528;No;300;0,882353
ResNet101+DenseNet121_n_feat_ReliefF_300_RandomForest;ResNet101+DenseNet121_n_feat;ReliefF;RandomForest;5;150528;No;300;0,882353
ResNet101+DenseNet121_n_feat_ReliefF_300_Adaboost;ResNet101+DenseNet121_n_feat;ReliefF;Adaboost;5;150528;No;300;0,794118
ResNet101+DenseNet121_n_feat_ReliefF_300_Gaussian;ResNet101+DenseNet121_n_feat;ReliefF;Gaussian;5;150528;No;300;0,794118
ResNet101+DenseNet121_n_feat_ReliefF_300_J48;ResNet101+DenseNet121_n_feat;ReliefF;J48;6;150528;No;300;0,823529
ResNet101+DenseNet121_n_feat_ReliefF_300_RBF;ResNet101+DenseNet121_n_feat;ReliefF;RBF;6;150528;No;300;0,911765
ResNet101+DenseNet121_n_feat_ReliefF_300_LinearSVM;ResNet101+DenseNet121_n_feat;ReliefF;LinearSVM;6;150528;No;300;0,911765
ResNet101+DenseNet121_n_feat_ReliefF_300_MLP;ResNet101+DenseNet121_n_feat;ReliefF;MLP;6;150528;No;300;0,852941
ResNet101+DenseNet121_n_feat_ReliefF_300_Logistic;ResNet101+DenseNet121_n_feat;ReliefF;Logistic;6;150528;No;300;0,882353
ResNet101+DenseNet121_n_feat_ReliefF_300_RandomForest;ResNet101+DenseNet121_n_feat;ReliefF;RandomForest;6;150528;No;300;0,911765
ResNet101+DenseNet121_n_feat_ReliefF_300_Adaboost;ResNet101+DenseNet121_n_feat;ReliefF;Adaboost;6;150528;No;300;0,823529
ResNet101+DenseNet121_n_feat_ReliefF_300_Gaussian;ResNet101+DenseNet121_n_feat;ReliefF;Gaussian;6;150528;No;300;0,852941
ResNet101+DenseNet121_n_feat_ReliefF_300_J48;ResNet101+DenseNet121_n_feat;ReliefF;J48;7;150528;No;300;0,852941
ResNet101+DenseNet121_n_feat_ReliefF_300_RBF;ResNet101+DenseNet121_n_feat;ReliefF;RBF;7;150528;No;300;0,911765
ResNet101+DenseNet121_n_feat_ReliefF_300_LinearSVM;ResNet101+DenseNet121_n_feat;ReliefF;LinearSVM;7;150528;No;300;0,941176
ResNet101+DenseNet121_n_feat_ReliefF_300_MLP;ResNet101+DenseNet121_n_feat;ReliefF;MLP;7;150528;No;300;0,911765
ResNet101+DenseNet121_n_feat_ReliefF_300_Logistic;ResNet101+DenseNet121_n_feat;ReliefF;Logistic;7;150528;No;300;0,882353
ResNet101+DenseNet121_n_feat_ReliefF_300_RandomForest;ResNet101+DenseNet121_n_feat;ReliefF;RandomForest;7;150528;No;300;0,941176
ResNet101+DenseNet121_n_feat_ReliefF_300_Adaboost;ResNet101+DenseNet121_n_feat;ReliefF;Adaboost;7;150528;No;300;0,941176
ResNet101+DenseNet121_n_feat_ReliefF_300_Gaussian;ResNet101+DenseNet121_n_feat;ReliefF;Gaussian;7;150528;No;300;0,941176
ResNet101+DenseNet121_n_feat_ReliefF_300_J48;ResNet101+DenseNet121_n_feat;ReliefF;J48;8;150528;No;300;0,794118
ResNet101+DenseNet121_n_feat_ReliefF_300_RBF;ResNet101+DenseNet121_n_feat;ReliefF;RBF;8;150528;No;300;0,823529
ResNet101+DenseNet121_n_feat_ReliefF_300_LinearSVM;ResNet101+DenseNet121_n_feat;ReliefF;LinearSVM;8;150528;No;300;0,823529
ResNet101+DenseNet121_n_feat_ReliefF_300_MLP;ResNet101+DenseNet121_n_feat;ReliefF;MLP;8;150528;No;300;0,823529
ResNet101+DenseNet121_n_feat_ReliefF_300_Logistic;ResNet101+DenseNet121_n_feat;ReliefF;Logistic;8;150528;No;300;0,852941
ResNet101+DenseNet121_n_feat_ReliefF_300_RandomForest;ResNet101+DenseNet121_n_feat;ReliefF;RandomForest;8;150528;No;300;1
ResNet101+DenseNet121_n_feat_ReliefF_300_Adaboost;ResNet101+DenseNet121_n_feat;ReliefF;Adaboost;8;150528;No;300;0,882353
ResNet101+DenseNet121_n_feat_ReliefF_300_Gaussian;ResNet101+DenseNet121_n_feat;ReliefF;Gaussian;8;150528;No;300;0,823529
ResNet101+DenseNet121_n_feat_ReliefF_300_J48;ResNet101+DenseNet121_n_feat;ReliefF;J48;9;150528;No;300;0,852941
ResNet101+DenseNet121_n_feat_ReliefF_300_RBF;ResNet101+DenseNet121_n_feat;ReliefF;RBF;9;150528;No;300;0,911765
ResNet101+DenseNet121_n_feat_ReliefF_300_LinearSVM;ResNet101+DenseNet121_n_feat;ReliefF;LinearSVM;9;150528;No;300;0,911765
ResNet101+DenseNet121_n_feat_ReliefF_300_MLP;ResNet101+DenseNet121_n_feat;ReliefF;MLP;9;150528;No;300;0,882353
ResNet101+DenseNet121_n_feat_ReliefF_300_Logistic;ResNet101+DenseNet121_n_feat;ReliefF;Logistic;9;150528;No;300;0,941176
ResNet101+DenseNet121_n_feat_ReliefF_300_RandomForest;ResNet101+DenseNet121_n_feat;ReliefF;RandomForest;9;150528;No;300;0,941176
ResNet101+DenseNet121_n_feat_ReliefF_300_Adaboost;ResNet101+DenseNet121_n_feat;ReliefF;Adaboost;9;150528;No;300;0,882353
ResNet101+DenseNet121_n_feat_ReliefF_300_Gaussian;ResNet101+DenseNet121_n_feat;ReliefF;Gaussian;9;150528;No;300;0,735294
ResNet101+DenseNet121_n_feat_ReliefF_300_J48;ResNet101+DenseNet121_n_feat;ReliefF;J48;10;150528;No;300;0,764706
ResNet101+DenseNet121_n_feat_ReliefF_300_RBF;ResNet101+DenseNet121_n_feat;ReliefF;RBF;10;150528;No;300;0,852941
ResNet101+DenseNet121_n_feat_ReliefF_300_LinearSVM;ResNet101+DenseNet121_n_feat;ReliefF;LinearSVM;10;150528;No;300;0,852941
ResNet101+DenseNet121_n_feat_ReliefF_300_MLP;ResNet101+DenseNet121_n_feat;ReliefF;MLP;10;150528;No;300;0,823529
ResNet101+DenseNet121_n_feat_ReliefF_300_Logistic;ResNet101+DenseNet121_n_feat;ReliefF;Logistic;10;150528;No;300;0,852941
ResNet101+DenseNet121_n_feat_ReliefF_300_RandomForest;ResNet101+DenseNet121_n_feat;ReliefF;RandomForest;10;150528;No;300;0,882353
ResNet101+DenseNet121_n_feat_ReliefF_300_Adaboost;ResNet101+DenseNet121_n_feat;ReliefF;Adaboost;10;150528;No;300;0,823529
ResNet101+DenseNet121_n_feat_ReliefF_300_Gaussian;ResNet101+DenseNet121_n_feat;ReliefF;Gaussian;10;150528;No;300;0,735294
ResNet101+MobileNetV2_n_feat_ReliefF_300_J48;ResNet101+MobileNetV2_n_feat;ReliefF;J48;1;163072;No;300;0,714286
ResNet101+MobileNetV2_n_feat_ReliefF_300_RBF;ResNet101+MobileNetV2_n_feat;ReliefF;RBF;1;163072;No;300;0,828571
ResNet101+MobileNetV2_n_feat_ReliefF_300_LinearSVM;ResNet101+MobileNetV2_n_feat;ReliefF;LinearSVM;1;163072;No;300;0,942857
ResNet101+MobileNetV2_n_feat_ReliefF_300_MLP;ResNet101+MobileNetV2_n_feat;ReliefF;MLP;1;163072;No;300;0,771429
ResNet101+MobileNetV2_n_feat_ReliefF_300_Logistic;ResNet101+MobileNetV2_n_feat;ReliefF;Logistic;1;163072;No;300;0,942857
ResNet101+MobileNetV2_n_feat_ReliefF_300_RandomForest;ResNet101+MobileNetV2_n_feat;ReliefF;RandomForest;1;163072;No;300;0,828571
ResNet101+MobileNetV2_n_feat_ReliefF_300_Adaboost;ResNet101+MobileNetV2_n_feat;ReliefF;Adaboost;1;163072;No;300;0,771429
ResNet101+MobileNetV2_n_feat_ReliefF_300_Gaussian;ResNet101+MobileNetV2_n_feat;ReliefF;Gaussian;1;163072;No;300;0,771429
ResNet101+MobileNetV2_n_feat_ReliefF_300_J48;ResNet101+MobileNetV2_n_feat;ReliefF;J48;2;163072;No;300;0,685714
ResNet101+MobileNetV2_n_feat_ReliefF_300_RBF;ResNet101+MobileNetV2_n_feat;ReliefF;RBF;2;163072;No;300;0,8
ResNet101+MobileNetV2_n_feat_ReliefF_300_LinearSVM;ResNet101+MobileNetV2_n_feat;ReliefF;LinearSVM;2;163072;No;300;0,771429
ResNet101+MobileNetV2_n_feat_ReliefF_300_MLP;ResNet101+MobileNetV2_n_feat;ReliefF;MLP;2;163072;No;300;0,828571
ResNet101+MobileNetV2_n_feat_ReliefF_300_Logistic;ResNet101+MobileNetV2_n_feat;ReliefF;Logistic;2;163072;No;300;0,742857
ResNet101+MobileNetV2_n_feat_ReliefF_300_RandomForest;ResNet101+MobileNetV2_n_feat;ReliefF;RandomForest;2;163072;No;300;0,857143
ResNet101+MobileNetV2_n_feat_ReliefF_300_Adaboost;ResNet101+MobileNetV2_n_feat;ReliefF;Adaboost;2;163072;No;300;0,771429
ResNet101+MobileNetV2_n_feat_ReliefF_300_Gaussian;ResNet101+MobileNetV2_n_feat;ReliefF;Gaussian;2;163072;No;300;0,857143
ResNet101+MobileNetV2_n_feat_ReliefF_300_J48;ResNet101+MobileNetV2_n_feat;ReliefF;J48;3;163072;No;300;0,882353
ResNet101+MobileNetV2_n_feat_ReliefF_300_RBF;ResNet101+MobileNetV2_n_feat;ReliefF;RBF;3;163072;No;300;0,911765
ResNet101+MobileNetV2_n_feat_ReliefF_300_LinearSVM;ResNet101+MobileNetV2_n_feat;ReliefF;LinearSVM;3;163072;No;300;0,882353
ResNet101+MobileNetV2_n_feat_ReliefF_300_MLP;ResNet101+MobileNetV2_n_feat;ReliefF;MLP;3;163072;No;300;0,882353
ResNet101+MobileNetV2_n_feat_ReliefF_300_Logistic;ResNet101+MobileNetV2_n_feat;ReliefF;Logistic;3;163072;No;300;0,882353
ResNet101+MobileNetV2_n_feat_ReliefF_300_RandomForest;ResNet101+MobileNetV2_n_feat;ReliefF;RandomForest;3;163072;No;300;0,911765
ResNet101+MobileNetV2_n_feat_ReliefF_300_Adaboost;ResNet101+MobileNetV2_n_feat;ReliefF;Adaboost;3;163072;No;300;0,852941
ResNet101+MobileNetV2_n_feat_ReliefF_300_Gaussian;ResNet101+MobileNetV2_n_feat;ReliefF;Gaussian;3;163072;No;300;0,882353
ResNet101+MobileNetV2_n_feat_ReliefF_300_J48;ResNet101+MobileNetV2_n_feat;ReliefF;J48;4;163072;No;300;0,794118
ResNet101+MobileNetV2_n_feat_ReliefF_300_RBF;ResNet101+MobileNetV2_n_feat;ReliefF;RBF;4;163072;No;300;0,852941
ResNet101+MobileNetV2_n_feat_ReliefF_300_LinearSVM;ResNet101+MobileNetV2_n_feat;ReliefF;LinearSVM;4;163072;No;300;0,823529
ResNet101+MobileNetV2_n_feat_ReliefF_300_MLP;ResNet101+MobileNetV2_n_feat;ReliefF;MLP;4;163072;No;300;0,823529
ResNet101+MobileNetV2_n_feat_ReliefF_300_Logistic;ResNet101+MobileNetV2_n_feat;ReliefF;Logistic;4;163072;No;300;0,823529
ResNet101+MobileNetV2_n_feat_ReliefF_300_RandomForest;ResNet101+MobileNetV2_n_feat;ReliefF;RandomForest;4;163072;No;300;0,911765
ResNet101+MobileNetV2_n_feat_ReliefF_300_Adaboost;ResNet101+MobileNetV2_n_feat;ReliefF;Adaboost;4;163072;No;300;0,823529
ResNet101+MobileNetV2_n_feat_ReliefF_300_Gaussian;ResNet101+MobileNetV2_n_feat;ReliefF;Gaussian;4;163072;No;300;0,882353
ResNet101+MobileNetV2_n_feat_ReliefF_300_J48;ResNet101+MobileNetV2_n_feat;ReliefF;J48;5;163072;No;300;0,823529
ResNet101+MobileNetV2_n_feat_ReliefF_300_RBF;ResNet101+MobileNetV2_n_feat;ReliefF;RBF;5;163072;No;300;0,882353
ResNet101+MobileNetV2_n_feat_ReliefF_300_LinearSVM;ResNet101+MobileNetV2_n_feat;ReliefF;LinearSVM;5;163072;No;300;0,882353
ResNet101+MobileNetV2_n_feat_ReliefF_300_MLP;ResNet101+MobileNetV2_n_feat;ReliefF;MLP;5;163072;No;300;0,852941
ResNet101+MobileNetV2_n_feat_ReliefF_300_Logistic;ResNet101+MobileNetV2_n_feat;ReliefF;Logistic;5;163072;No;300;0,882353
ResNet101+MobileNetV2_n_feat_ReliefF_300_RandomForest;ResNet101+MobileNetV2_n_feat;ReliefF;RandomForest;5;163072;No;300;0,911765
ResNet101+MobileNetV2_n_feat_ReliefF_300_Adaboost;ResNet101+MobileNetV2_n_feat;ReliefF;Adaboost;5;163072;No;300;0,941176
ResNet101+MobileNetV2_n_feat_ReliefF_300_Gaussian;ResNet101+MobileNetV2_n_feat;ReliefF;Gaussian;5;163072;No;300;0,852941
ResNet101+MobileNetV2_n_feat_ReliefF_300_J48;ResNet101+MobileNetV2_n_feat;ReliefF;J48;6;163072;No;300;0,823529
ResNet101+MobileNetV2_n_feat_ReliefF_300_RBF;ResNet101+MobileNetV2_n_feat;ReliefF;RBF;6;163072;No;300;0,911765
ResNet101+MobileNetV2_n_feat_ReliefF_300_LinearSVM;ResNet101+MobileNetV2_n_feat;ReliefF;LinearSVM;6;163072;No;300;0,911765
ResNet101+MobileNetV2_n_feat_ReliefF_300_MLP;ResNet101+MobileNetV2_n_feat;ReliefF;MLP;6;163072;No;300;0,852941
ResNet101+MobileNetV2_n_feat_ReliefF_300_Logistic;ResNet101+MobileNetV2_n_feat;ReliefF;Logistic;6;163072;No;300;0,911765
ResNet101+MobileNetV2_n_feat_ReliefF_300_RandomForest;ResNet101+MobileNetV2_n_feat;ReliefF;RandomForest;6;163072;No;300;0,882353
ResNet101+MobileNetV2_n_feat_ReliefF_300_Adaboost;ResNet101+MobileNetV2_n_feat;ReliefF;Adaboost;6;163072;No;300;0,823529
ResNet101+MobileNetV2_n_feat_ReliefF_300_Gaussian;ResNet101+MobileNetV2_n_feat;ReliefF;Gaussian;6;163072;No;300;0,735294
ResNet101+MobileNetV2_n_feat_ReliefF_300_J48;ResNet101+MobileNetV2_n_feat;ReliefF;J48;7;163072;No;300;0,705882
ResNet101+MobileNetV2_n_feat_ReliefF_300_RBF;ResNet101+MobileNetV2_n_feat;ReliefF;RBF;7;163072;No;300;0,911765
ResNet101+MobileNetV2_n_feat_ReliefF_300_LinearSVM;ResNet101+MobileNetV2_n_feat;ReliefF;LinearSVM;7;163072;No;300;0,852941
ResNet101+MobileNetV2_n_feat_ReliefF_300_MLP;ResNet101+MobileNetV2_n_feat;ReliefF;MLP;7;163072;No;300;0,882353
ResNet101+MobileNetV2_n_feat_ReliefF_300_Logistic;ResNet101+MobileNetV2_n_feat;ReliefF;Logistic;7;163072;No;300;0,911765
ResNet101+MobileNetV2_n_feat_ReliefF_300_RandomForest;ResNet101+MobileNetV2_n_feat;ReliefF;RandomForest;7;163072;No;300;0,941176
ResNet101+MobileNetV2_n_feat_ReliefF_300_Adaboost;ResNet101+MobileNetV2_n_feat;ReliefF;Adaboost;7;163072;No;300;0,794118
ResNet101+MobileNetV2_n_feat_ReliefF_300_Gaussian;ResNet101+MobileNetV2_n_feat;ReliefF;Gaussian;7;163072;No;300;0,882353
ResNet101+MobileNetV2_n_feat_ReliefF_300_J48;ResNet101+MobileNetV2_n_feat;ReliefF;J48;8;163072;No;300;0,852941
ResNet101+MobileNetV2_n_feat_ReliefF_300_RBF;ResNet101+MobileNetV2_n_feat;ReliefF;RBF;8;163072;No;300;0,911765
ResNet101+MobileNetV2_n_feat_ReliefF_300_LinearSVM;ResNet101+MobileNetV2_n_feat;ReliefF;LinearSVM;8;163072;No;300;0,882353
ResNet101+MobileNetV2_n_feat_ReliefF_300_MLP;ResNet101+MobileNetV2_n_feat;ReliefF;MLP;8;163072;No;300;0,852941
ResNet101+MobileNetV2_n_feat_ReliefF_300_Logistic;ResNet101+MobileNetV2_n_feat;ReliefF;Logistic;8;163072;No;300;0,882353
ResNet101+MobileNetV2_n_feat_ReliefF_300_RandomForest;ResNet101+MobileNetV2_n_feat;ReliefF;RandomForest;8;163072;No;300;0,911765
ResNet101+MobileNetV2_n_feat_ReliefF_300_Adaboost;ResNet101+MobileNetV2_n_feat;ReliefF;Adaboost;8;163072;No;300;0,852941
ResNet101+MobileNetV2_n_feat_ReliefF_300_Gaussian;ResNet101+MobileNetV2_n_feat;ReliefF;Gaussian;8;163072;No;300;0,823529
ResNet101+MobileNetV2_n_feat_ReliefF_300_J48;ResNet101+MobileNetV2_n_feat;ReliefF;J48;9;163072;No;300;0,882353
ResNet101+MobileNetV2_n_feat_ReliefF_300_RBF;ResNet101+MobileNetV2_n_feat;ReliefF;RBF;9;163072;No;300;0,941176
ResNet101+MobileNetV2_n_feat_ReliefF_300_LinearSVM;ResNet101+MobileNetV2_n_feat;ReliefF;LinearSVM;9;163072;No;300;0,911765
ResNet101+MobileNetV2_n_feat_ReliefF_300_MLP;ResNet101+MobileNetV2_n_feat;ReliefF;MLP;9;163072;No;300;0,941176
ResNet101+MobileNetV2_n_feat_ReliefF_300_Logistic;ResNet101+MobileNetV2_n_feat;ReliefF;Logistic;9;163072;No;300;0,911765
ResNet101+MobileNetV2_n_feat_ReliefF_300_RandomForest;ResNet101+MobileNetV2_n_feat;ReliefF;RandomForest;9;163072;No;300;0,970588
ResNet101+MobileNetV2_n_feat_ReliefF_300_Adaboost;ResNet101+MobileNetV2_n_feat;ReliefF;Adaboost;9;163072;No;300;0,882353
ResNet101+MobileNetV2_n_feat_ReliefF_300_Gaussian;ResNet101+MobileNetV2_n_feat;ReliefF;Gaussian;9;163072;No;300;0,705882
ResNet101+MobileNetV2_n_feat_ReliefF_300_J48;ResNet101+MobileNetV2_n_feat;ReliefF;J48;10;163072;No;300;0,794118
ResNet101+MobileNetV2_n_feat_ReliefF_300_RBF;ResNet101+MobileNetV2_n_feat;ReliefF;RBF;10;163072;No;300;0,911765
ResNet101+MobileNetV2_n_feat_ReliefF_300_LinearSVM;ResNet101+MobileNetV2_n_feat;ReliefF;LinearSVM;10;163072;No;300;0,852941
ResNet101+MobileNetV2_n_feat_ReliefF_300_MLP;ResNet101+MobileNetV2_n_feat;ReliefF;MLP;10;163072;No;300;0,882353
ResNet101+MobileNetV2_n_feat_ReliefF_300_Logistic;ResNet101+MobileNetV2_n_feat;ReliefF;Logistic;10;163072;No;300;0,852941
ResNet101+MobileNetV2_n_feat_ReliefF_300_RandomForest;ResNet101+MobileNetV2_n_feat;ReliefF;RandomForest;10;163072;No;300;0,911765
ResNet101+MobileNetV2_n_feat_ReliefF_300_Adaboost;ResNet101+MobileNetV2_n_feat;ReliefF;Adaboost;10;163072;No;300;0,911765
ResNet101+MobileNetV2_n_feat_ReliefF_300_Gaussian;ResNet101+MobileNetV2_n_feat;ReliefF;Gaussian;10;163072;No;300;0,852941
EfficientNetB0+MobileNet_n_feat_ReliefF_300_J48;EfficientNetB0+MobileNet_n_feat;ReliefF;J48;1;112896;No;300;0,828571
EfficientNetB0+MobileNet_n_feat_ReliefF_300_RBF;EfficientNetB0+MobileNet_n_feat;ReliefF;RBF;1;112896;No;300;0,828571
EfficientNetB0+MobileNet_n_feat_ReliefF_300_LinearSVM;EfficientNetB0+MobileNet_n_feat;ReliefF;LinearSVM;1;112896;No;300;0,857143
EfficientNetB0+MobileNet_n_feat_ReliefF_300_MLP;EfficientNetB0+MobileNet_n_feat;ReliefF;MLP;1;112896;No;300;0,857143
EfficientNetB0+MobileNet_n_feat_ReliefF_300_Logistic;EfficientNetB0+MobileNet_n_feat;ReliefF;Logistic;1;112896;No;300;0,828571
EfficientNetB0+MobileNet_n_feat_ReliefF_300_RandomForest;EfficientNetB0+MobileNet_n_feat;ReliefF;RandomForest;1;112896;No;300;0,857143
EfficientNetB0+MobileNet_n_feat_ReliefF_300_Adaboost;EfficientNetB0+MobileNet_n_feat;ReliefF;Adaboost;1;112896;No;300;0,771429
EfficientNetB0+MobileNet_n_feat_ReliefF_300_Gaussian;EfficientNetB0+MobileNet_n_feat;ReliefF;Gaussian;1;112896;No;300;0,742857
EfficientNetB0+MobileNet_n_feat_ReliefF_300_J48;EfficientNetB0+MobileNet_n_feat;ReliefF;J48;2;112896;No;300;0,771429
EfficientNetB0+MobileNet_n_feat_ReliefF_300_RBF;EfficientNetB0+MobileNet_n_feat;ReliefF;RBF;2;112896;No;300;0,942857
EfficientNetB0+MobileNet_n_feat_ReliefF_300_LinearSVM;EfficientNetB0+MobileNet_n_feat;ReliefF;LinearSVM;2;112896;No;300;0,942857
EfficientNetB0+MobileNet_n_feat_ReliefF_300_MLP;EfficientNetB0+MobileNet_n_feat;ReliefF;MLP;2;112896;No;300;0,914286
EfficientNetB0+MobileNet_n_feat_ReliefF_300_Logistic;EfficientNetB0+MobileNet_n_feat;ReliefF;Logistic;2;112896;No;300;0,942857
EfficientNetB0+MobileNet_n_feat_ReliefF_300_RandomForest;EfficientNetB0+MobileNet_n_feat;ReliefF;RandomForest;2;112896;No;300;0,942857
EfficientNetB0+MobileNet_n_feat_ReliefF_300_Adaboost;EfficientNetB0+MobileNet_n_feat;ReliefF;Adaboost;2;112896;No;300;0,914286
EfficientNetB0+MobileNet_n_feat_ReliefF_300_Gaussian;EfficientNetB0+MobileNet_n_feat;ReliefF;Gaussian;2;112896;No;300;0,885714
EfficientNetB0+MobileNet_n_feat_ReliefF_300_J48;EfficientNetB0+MobileNet_n_feat;ReliefF;J48;3;112896;No;300;0,823529
EfficientNetB0+MobileNet_n_feat_ReliefF_300_RBF;EfficientNetB0+MobileNet_n_feat;ReliefF;RBF;3;112896;No;300;0,941176
EfficientNetB0+MobileNet_n_feat_ReliefF_300_LinearSVM;EfficientNetB0+MobileNet_n_feat;ReliefF;LinearSVM;3;112896;No;300;0,882353
EfficientNetB0+MobileNet_n_feat_ReliefF_300_MLP;EfficientNetB0+MobileNet_n_feat;ReliefF;MLP;3;112896;No;300;0,882353
EfficientNetB0+MobileNet_n_feat_ReliefF_300_Logistic;EfficientNetB0+MobileNet_n_feat;ReliefF;Logistic;3;112896;No;300;0,911765
EfficientNetB0+MobileNet_n_feat_ReliefF_300_RandomForest;EfficientNetB0+MobileNet_n_feat;ReliefF;RandomForest;3;112896;No;300;0,941176
EfficientNetB0+MobileNet_n_feat_ReliefF_300_Adaboost;EfficientNetB0+MobileNet_n_feat;ReliefF;Adaboost;3;112896;No;300;0,852941
EfficientNetB0+MobileNet_n_feat_ReliefF_300_Gaussian;EfficientNetB0+MobileNet_n_feat;ReliefF;Gaussian;3;112896;No;300;0,911765
EfficientNetB0+MobileNet_n_feat_ReliefF_300_J48;EfficientNetB0+MobileNet_n_feat;ReliefF;J48;4;112896;No;300;0,794118
EfficientNetB0+MobileNet_n_feat_ReliefF_300_RBF;EfficientNetB0+MobileNet_n_feat;ReliefF;RBF;4;112896;No;300;0,911765
EfficientNetB0+MobileNet_n_feat_ReliefF_300_LinearSVM;EfficientNetB0+MobileNet_n_feat;ReliefF;LinearSVM;4;112896;No;300;0,911765
EfficientNetB0+MobileNet_n_feat_ReliefF_300_MLP;EfficientNetB0+MobileNet_n_feat;ReliefF;MLP;4;112896;No;300;0,882353
EfficientNetB0+MobileNet_n_feat_ReliefF_300_Logistic;EfficientNetB0+MobileNet_n_feat;ReliefF;Logistic;4;112896;No;300;0,911765
EfficientNetB0+MobileNet_n_feat_ReliefF_300_RandomForest;EfficientNetB0+MobileNet_n_feat;ReliefF;RandomForest;4;112896;No;300;0,852941
EfficientNetB0+MobileNet_n_feat_ReliefF_300_Adaboost;EfficientNetB0+MobileNet_n_feat;ReliefF;Adaboost;4;112896;No;300;0,882353
EfficientNetB0+MobileNet_n_feat_ReliefF_300_Gaussian;EfficientNetB0+MobileNet_n_feat;ReliefF;Gaussian;4;112896;No;300;0,794118
EfficientNetB0+MobileNet_n_feat_ReliefF_300_J48;EfficientNetB0+MobileNet_n_feat;ReliefF;J48;5;112896;No;300;0,735294
EfficientNetB0+MobileNet_n_feat_ReliefF_300_RBF;EfficientNetB0+MobileNet_n_feat;ReliefF;RBF;5;112896;No;300;0,852941
EfficientNetB0+MobileNet_n_feat_ReliefF_300_LinearSVM;EfficientNetB0+MobileNet_n_feat;ReliefF;LinearSVM;5;112896;No;300;0,823529
EfficientNetB0+MobileNet_n_feat_ReliefF_300_MLP;EfficientNetB0+MobileNet_n_feat;ReliefF;MLP;5;112896;No;300;0,794118
EfficientNetB0+MobileNet_n_feat_ReliefF_300_Logistic;EfficientNetB0+MobileNet_n_feat;ReliefF;Logistic;5;112896;No;300;0,852941
EfficientNetB0+MobileNet_n_feat_ReliefF_300_RandomForest;EfficientNetB0+MobileNet_n_feat;ReliefF;RandomForest;5;112896;No;300;0,852941
EfficientNetB0+MobileNet_n_feat_ReliefF_300_Adaboost;EfficientNetB0+MobileNet_n_feat;ReliefF;Adaboost;5;112896;No;300;0,764706
EfficientNetB0+MobileNet_n_feat_ReliefF_300_Gaussian;EfficientNetB0+MobileNet_n_feat;ReliefF;Gaussian;5;112896;No;300;0,794118
EfficientNetB0+MobileNet_n_feat_ReliefF_300_J48;EfficientNetB0+MobileNet_n_feat;ReliefF;J48;6;112896;No;300;0,705882
EfficientNetB0+MobileNet_n_feat_ReliefF_300_RBF;EfficientNetB0+MobileNet_n_feat;ReliefF;RBF;6;112896;No;300;0,911765
EfficientNetB0+MobileNet_n_feat_ReliefF_300_LinearSVM;EfficientNetB0+MobileNet_n_feat;ReliefF;LinearSVM;6;112896;No;300;0,911765
EfficientNetB0+MobileNet_n_feat_ReliefF_300_MLP;EfficientNetB0+MobileNet_n_feat;ReliefF;MLP;6;112896;No;300;0,882353
